piece,set_ID
2569,10264: 
1471,10265: 
1087,10266: 
,10267: 
,10269: 
69,10766: 
,10767: 
,10768: 
178,10769: 
230,10770: 
98,10771: 
11,10883: 
174,76116: 
375,76117: 
,76118: 
,76119: 
,76120: 
,76122: 
167,76123: 
362,76124: 
524,76125: 
838,76126: 
307,76127: 
,76128: 
,76129: 
38,10902: 
76,10903: 
9,10904: 
73,10906: 
121,10907: 
12,10908: 
24,10910: 
123,11001: 
300,11002: 
451,11003: 
450,11004: 
900,11005: 
565,21043: 
649,21044: 
1197,21045: 
1767,21046: 
159,21148: 
160,21149: 
142,21150: 
222,21151: 
386,21152: 
,21153: 
,21154: 
,21155: 
748,21316: 
751,21317: 
,30327: 
,30328: 
,30328: 
,30328: 
,30328: 
,30328: 
,30328: 
44,30340: 
39,30361: 
33,30362: 
33,30363: 
43,30364: 
,30365: 
48,30383: 
49,30384: 
,30393: 
,30408: 
,30409: 
,30410: 
38,30451: 
,30452: 
32,30460: 
58,30461: 
44,30527: 
42,30528: 
49,30529: 
,30533: 
31,30534: 
,30535: 
,30545: 
62,30571: 
,30572: 
,30573: 
,30620: 
5,30623: 
157,31086: 
147,31087: 
230,31088: 
221,31089: 
207,31090: 
341,31091: 
114,31092: 
396,31093: 
333,31094: 
595,31095: 
569,31096: 
969,31097: 
305,31098: 
152,40186: 
,40318: 
,40321: 
,40322: 
,40323: 
,40324: 
,40325: 
,40326: 
,40333: 
,40334: 
154,40335: 
24,40341: 
,40342: 
49,40343: 
45,40344: 
44,40345: 
1336,40346: 
,40347: 
150,40348: 
150,40349: 
120,40350: 
,40351: 
,40353: 
170,40354: 
7,40356: 
170,40359: 
91,40360: 
864,40366: 
153,40367: 
49,41158: 
91,41159: 
115,41160: 
193,41161: 
282,41162: 
44,41163: 
,41164: 
,41165: 
,41166: 
,41167: 
,41168: 
,41169: 
389,41337: 
84,41354: 
85,41355: 
85,41356: 
85,41357: 
83,41358: 
199,41359: 
50,41360: 
118,41361: 
140,41362: 
134,41363: 
166,41364: 
235,41365: 
335,41366: 
337,41367: 
492,41368: 
715,41369: 
216,41371: 
241,41372: 
324,41373: 
468,41374: 
1251,41375: 
225,41376: 
363,41378: 
624,41379: 
602,41380: 
908,41381: 
,41382: 
81,41383: 
83,41384: 
86,41385: 
95,41386: 
93,41387: 
85,41388: 
113,41634: 
134,41635: 
103,41636: 
137,41637: 
,41971: 
,41972: 
,41973: 
,41974: 
,41975: 
,41976: 
,41978: 
,41979: 
,41987: 
,41988: 
,41989: 
155,42088: 
174,42089: 
128,42090: 
120,42091: 
325,42092: 
579,42093: 
827,42094: 
324,42095: 
1580,42096: 
,42097: 
,42098: 
,42099: 
,42100: 
,42110: 
,43172: 
,45601: 
,45602: 
523,45678: 
603,45680: 
,60203: 
54,60206: 
192,60207: 
218,60208: 
400,60209: 
529,60210: 
64,60212: 
97,60213: 
327,60214: 
509,60215: 
943,60216: 
363,60217: 
75,60218: 
88,60219: 
90,60220: 
148,60221: 
197,60222: 
358,60223: 
84,60224: 
202,60225: 
273,60226: 
412,60227: 
837,60228: 
1055,60229: 
209,60230: 
201,60231: 
234,60232: 
790,60233: 
183,60234: 
,60235: 
2,60236: 
2,60237: 
92,60239: 
84,60240: 
,66584: 
,66587: 
,66593: 
,70418: 
,70419: 
,70420: 
,70421: 
,70422: 
,70423: 
,70424: 
,70425: 
97,70659: 
97,70660: 
109,70661: 
117,70662: 
227,70663: 
208,70664: 
154,70665: 
171,70666: 
376,70667: 
490,70668: 
587,70669: 
1070,70670: 
,70671: 
,70672: 
,70673: 
,70674: 
,70675: 
,70676: 
,70677: 
1218,70678: 
951,70679: 
122,70680: 
,70681: 
,70682: 
,70683: 
,70684: 
482,70820: 
117,70821: 
76,70822: 
174,70823: 
115,70824: 
455,70825: 
236,70826: 
348,70827: 
1024,70828: 
550,70829: 
502,70830: 
706,70831: 
125,70832: 
141,70833: 
461,70834: 
1187,70835: 
168,70836: 
691,70837: 
995,70838: 
1826,70839: 
3178,70840: 
68,70841: 
312,70842: 
,70847: 
,70848: 
,70849: 
,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
1,71023: 
