piece,set_ID
,1270: 
14,3193: 
20,3292: 
19,3293: 
33,3294: 
26,3295: 
24,3296: 
59,3297: 
2000,3598: 
250,3599: 
1200,3600: 
12,3770: 
65,3771: 
110,3772: 
14,3773: 
26,3774: 
2,3775: 
46,3778: 
250,3957: 
,4085: 
1,4103: 
,4105: 
,4287: 
52,4337: 
49,4338: 
56,4339: 
57,4413: 
1000,4421: 
120,4422: 
800,4423: 
,4424: 
,4496: 
5,4658: 
12,4659: 
4,4661: 
21,4662: 
48,4663: 
56,4664: 
70,4665: 
,4679: 
175,4762: 
548,4766: 
265,4767: 
2,4768: 
6,4768: 
303,4770: 
227,4774: 
108,4778: 
64,4779: 
500,4780: 
300,4781: 
200,4782: 
30,4783: 
8,4784: 
380,4785: 
78,4820: 
15,4821: 
12,4822: 
28,4868: 
28,4869: 
28,4870: 
11,4874: 
13,4875: 
22,4876: 
28,4877: 
28,4878: 
28,4879: 
218,4881: 
161,4882: 
273,4883: 
630,4884: 
623,4888: 
42,4903: 
34,4904: 
37,4905: 
16,4906: 
,4907: 
37,4911: 
22,4912: 
31,4914: 
1500,4919: 
1,4941: 
1,4942: 
1,4943: 
1,4944: 
1,4945: 
1,4946: 
100,5349: 
,5352: 
50,5361: 
15,5363: 
100,5367: 
700,5369: 
700,5370: 
120,5371: 
,5460: 
,5461: 
1,5462: 
1,5463: 
1,5464: 
,5465: 
20,5476: 
32,5503: 
32,5504: 
607,5524: 
1344,5525: 
2747,5526: 
18,5531: 
28,5532: 
32,5552: 
61,5554: 
18,5555: 
15,5556: 
237,5960: 
57,5961: 
82,5962: 
55,5963: 
49,5964: 
27,5994: 
5,5998: 
5,5999: 
,6637: 
38,6966: 
42,6967: 
Yes,6968: 
76,7015: 
112,7016: 
225,7017: 
578,7018: 
1019,7019: 
28,7235: 
59,7236: 
5,7237: 
75,7238: 
214,7239: 
260,7240: 
46,7241: 
63,7242: 
298,7243: 
107,7244: 
98,7245: 
36,7246: 
127,7248: 
524,7249: 
108,7250: 
53,7251: 
148,7252: 
111,7255: 
202,7256: 
282,7257: 
366,7258: 
396,7259: 
376,7260: 
7,7261: 
159,7263: 
367,7264: 
19,7266: 
13,7267: 
32,7268: 
37,7269: 
28,7270: 
8,7271: 
10,7272: 
7,7274: 
11,7275: 
6,7276: 
8,7278: 
2,7280: 
More,7281: 
567,7283: 
39,7294: 
83,7295: 
283,7296: 
363,7297: 
711,7298: 
203,7324: 
187,7344: 
42,7473: 
87,7474: 
254,7475: 
278,7476: 
605,7477: 
16,7523: 
136,7527: 
67,7533: 
67,7534: 
67,7535: 
72,7536: 
74,7537: 
125,7538: 
66,7540: 
70,7541: 
50,7542: 
14,7557: 
14,7558: 
14,7559: 
115,7574: 
103,7840: 
25,7841: 
10,7842: 
32,7843: 
500,7870: 
284,8415: 
729,8416: 
66,8418: 
286,8419: 
506,8420: 
1884,8421: 
52,8641: 
43,8642: 
46,8643: 
36,8644: 
126,8645: 
126,8646: 
76,8647: 
64,8648: 
622,8649: 
254,8650: 
242,8651: 
477,8652: 
1360,8653: 
813,8654: 
58,8655: 
47,8656: 
39,8657: 
32,8658: 
500,8713: 
401,8715: 
48,8736: 
48,8737: 
48,8738: 
48,8739: 
48,8740: 
48,8741: 
48,8742: 
48,8743: 
47,8744: 
48,8745: 
48,8746: 
48,8747: 
5,8748: 
203,8755: 
211,8756: 
176,8757: 
401,8758: 
858,8759: 
233,8761: 
53,8762: 
55,8763: 
318,8769: 
42,8791: 
43,8792: 
44,8793: 
44,8794: 
44,8795: 
43,8796: 
172,8801: 
142,8802: 
46,8873: 
129,8874: 
135,8875: 
280,8876: 
967,8877: 
,9024: 
105,9231: 
100,9232: 
98,9233: 
76,9234: 
37,9236: 
44,9237: 
43,9238: 
46,9239: 
31,9247: 
124,9543: 
555,9544: 
144,9545: 
260,9546: 
146,9547: 
,9762: 
407,10133: 
3441,10143: 
1669,10144: 
61,10168: 
57,10169: 
366,10170: 
647,10203: 
,65573: 
,65642: 
,65702: 
,65706: 
,65716: 
,65738: 
,65739: 
,65743: 
,65757: 
,65764: 
,65766: 
,65767: 
,65768: 
,65769: 
Yes,65771: 
,65773: 
,65776: 
,65777: 
,65778: 
,65783: 
,65796: 
,65797: 
,65799: 
,65800: 
,65808: 
,65809: 
,65813: 
,65824: 
,65825: 
,65826: 
,65828: 
,65829: 
,65830: 
,65838: 
,65844: 
,65845: 
,65849: 
,65851: 
,66069: 
,66070: 
,66107: 
,66138: 
,66139: 
,66171: 
,66180: 
,66182: 
,66183: 
,66185: 
,66190: 
,66244: 
,66245: 
,66249: 
,850352: 
,850353: 
,850354: 
,851036: 
,851091: 
,851210: 
,851211: 
,851212: 
,851213: 
,851461: 
,851499: 
,4227848: 
,4227857: 
,4250349: 
,4271003: 
,4271170: 
,4271174: 
,4271396: 
,4277206: 
,4277613: 
,4277645: 
,4285957: 
48,4285968: 
48,4285969: 
48,4285970: 
10,4286013: 
10,4286024: 
10,4286025: 
6,4286784: 
,4287082: 
,
2,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1,
3,
,
