piece,set_ID
319,41077: 
808,41078: 
192,41085: 
89,41086: 
47,41087: 
65,41088: 
43,41089: 
82,41090: 
187,41091: 
87,41092: 
318,41093: 
473,41094: 
706,41095: 
254,41097: 
98,41098: 
199,41099: 
230,41100: 
1552,41101: 
233,41102: 
172,41103: 
279,41104: 
446,41105: 
682,41106: 
265,41107: 
388,41108: 
692,41109: 
66,41527: 
62,41528: 
52,41529: 
66,41530: 
60,41531: 
59,41532: 
45,41533: 
59,41534: 
52,41535: 
62,41536: 
59,41537: 
58,41538: 
60,41539: 
65,41540: 
54,41541: 
51,41542: 
56,41543: 
60,41544: 
68,41545: 
65,41546: 
74,41547: 
52,41548: 
66,41549: 
53,41550: 
51,41551: 
68,41552: 
69,41553: 
155,42031: 
252,42032: 
125,42033: 
148,42034: 
362,42035: 
375,42036: 
494,42037: 
913,42038: 
1219,42039: 
578,42040: 
608,42041: 
1401,42042: 
2793,42043: 
167,45008: 
49,45009: 
21,45010: 
16,45011: 
186,45101: 
185,45102: 
200,45103: 
More,45517: 
2,45801: 
59,60065: 
78,60066: 
253,60067: 
473,60068: 
707,60069: 
263,60070: 
331,60071: 
85,60072: 
233,60073: 
384,60074: 
311,60075: 
776,60076: 
107,60077: 
155,60078: 
448,60079: 
586,60080: 
209,60081: 
222,60082: 
196,60083: 
178,60084: 
301,60085: 
242,60086: 
92,60088: 
42,60090: 
90,60091: 
274,60092: 
388,60093: 
717,60095: 
907,60096: 
1683,60097: 
984,60098: 
278,60099: 
,66494: 
,66521: 
,66522: 
,66523: 
,66524: 
,66525: 
,66526: 
,66533: 
,66534: 
,66535: 
,66536: 
109,70166: 
237,70167: 
312,70168: 
475,70169: 
614,70170: 
187,70171: 
475,70172: 
1204,70173: 
161,70220: 
172,70221: 
311,70222: 
629,70223: 
712,70224: 
415,70225: 
621,70226: 
863,70227: 
480,70228: 
78,70229: 
75,70230: 
72,70231: 
74,70232: 
84,70409: 
164,70410: 
181,70411: 
234,70412: 
745,70413: 
298,70730: 
386,70731: 
1069,70732: 
212,70733: 
575,70734: 
547,70735: 
658,70736: 
754,70737: 
1253,70738: 
46,70739: 
45,70740: 
47,70741: 
42,70742: 
46,70743: 
43,70744: 
219,70745: 
311,70746: 
236,70747: 
360,70748: 
529,70749: 
756,70750: 
2028,70751: 
58,70752: 
94,70753: 
153,70754: 
188,70755: 
215,70756: 
64,70778: 
73,70779: 
71,70780: 
66,70781: 
68,70782: 
69,70783: 
85,70784: 
66,70785: 
87,70786: 
89,70787: 
97,70788: 
108,70789: 
145,70790: 
102,70791: 
71,70792: 
72,70793: 
107,70794: 
171,70795: 
115,70817: 
197,70818: 
292,70819: 
7,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
1,71008: 
16,71008: 
More,71008: 
,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
1,71009: 
16,71009: 
,71009: 
,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
1,71010: 
16,71010: 
,71010: 
2179,71016: 
267,71170: 
273,71171: 
267,71172: 
267,71173: 
267,71174: 
267,71200: 
94,71201: 
98,71202: 
85,71203: 
83,71204: 
103,71205: 
81,71206: 
97,71207: 
41,71209: 
50,71210: 
34,71211: 
55,71212: 
62,71213: 
46,71214: 
48,71215: 
59,71216: 
45,71217: 
39,71218: 
36,71219: 
56,71220: 
38,71221: 
57,71222: 
45,71223: 
38,71227: 
57,71231: 
59,71232: 
1996,75060: 
95,75072: 
77,75073: 
97,75074: 
88,75075: 
105,75076: 
102,75077: 
141,75078: 
95,75079: 
251,75080: 
247,75081: 
355,75082: 
500,75083: 
570,75084: 
163,75085: 
565,75086: 
370,75087: 
106,75088: 
105,75089: 
253,75090: 
312,75091: 
442,75092: 
724,75093: 
937,75094: 
1685,75095: 
662,75096: 
292,75097: 
193,75099: 
444,75100: 
517,75101: 
717,75102: 
792,75103: 
1005,75104: 
1329,75105: 
1216,75106: 
85,75107: 
82,75108: 
83,75109: 
83,75110: 
160,75111: 
186,75112: 
164,75899: 
110,75900: 
128,75901: 
301,75902: 
437,75903: 
860,75904: 
153,75908: 
168,75909: 
151,75910: 
332,75911: 
551,75912: 
884,75913: 
174,75915: 
248,75916: 
324,75917: 
520,75918: 
1156,75919: 
394,75920: 
174,76025: 
347,76026: 
387,76027: 
545,76028: 
90,76029: 
220,76030: 
248,76031: 
722,76032: 
264,76034: 
1037,76035: 
97,76036: 
386,76037: 
511,76038: 
183,76039: 
179,76040: 
405,76041: 
2996,76042: 
,241501: 
,241502: 
,391501: 
,391502: 
,391503: 
,391504: 
,391505: 
,391506: 
,391507: 
,391508: 
,471518: 
,561501: 
,561502: 
,561503: 
,561504: 
,561505: 
,561506: 
,561507: 
,561508: 
,561509: 
,561510: 
,561511: 
,561512: 
,850921: 
,850951: 
,850978: 
,851002: 
,851330: 
,851331: 
,851335: 
,851336: 
,851338: 
,851339: 
,851341: 
4,851342: 
,851343: 
,851344: 
,851345: 
,851348: 
,851351: 
,851352: 
,851353: 
,851355: 
,851356: 
,851358: 
2,851362: 
,851367: 
,851368: 
,851369: 
,851393: 
,851394: 
,851395: 
,851399: 
,851400: 
,851402: 
,851406: 
,851407: 
,851417: 
,851576: 
,851578: 
,852768: 
,853234: 
,853235: 
,853381: 
,853439: 
,853440: 
More,853441: 
More,853443: 
,853444: 
,853447: 
,853448: 
,853449: 
,853450: 
,853451: 
,853452: 
,853454: 
,853455: 
,853456: 
,853457: 
,853461: 
,853463: 
,853464: 
,853465: 
,853469: 
,853470: 
,853471: 
,853472: 
,853474: 
,853475: 
,853476: 
,891501: 
,891502: 
,891503: 
,891504: 
,891505: 
,891506: 
,891507: 
,891508: 
,911506: 
,911508: 
,911509: 
,911510: 
,911511: 
55,2000210: 
15,2000211: 
,2000443: 
2,2000446: 
,2000700: 
24,2000704: 
,2000709: 
,3850001: 
,3850002: 
,3850003: 
,3850004: 
,3850005: 
,3850006: 
412,4000018: 
,4000020: 
559,4002015: 
,5002919: 
,5002920: 
,5002922: 
,5002928: 
,5002929: 
,5002930: 
,5002931: 
,5002932: 
,5002934: 
,5002936: 
1,5002938: 
,5002939: 
2,5002941: 
,5002942: 
1,5002943: 
1,5002947: 
1,5002948: 
1,5003082: 
1,5003083: 
1,5003084: 
2,5003085: 
35,5003163: 
30,5003164: 
30,5003165: 
30,5003166: 
30,5003246: 
4,5004077: 
,5004279: 
,5004338: 
,5004363: 
,5004534: 
,5004535: 
,5004539: 
,5004540: 
,5004543: 
,5004545: 
,5004572: 
,5004590: 
,5004591: 
,5004600: 
,5004601: 
,5004602: 
,5004603: 
,5004604: 
,5004605: 
,5004606: 
,5004607: 
,5004608: 
,5004609: 
,5004610: 
,5004611: 
,5004750: 
,5004751: 
,5004752: 
,5004796: 
,5004805: 
,5004806: 
,5004807: 
,5004808: 
,5004816: 
,5004849: 
,5004851: 
,5004854: 
,5004882: 
,5004883: 
,5004884: 
,5004888: 
,5004890: 
,5004891: 
,5004892: 
,5004893: 
,5004894: 
,5004895: 
,5004896: 
,5004897: 
,5004898: 
,5004899: 
,5004900: 
,5004901: 
,5004942: 
,5005012: 
,5005013: 
,5005014: 
,6102131: 
,6102139: 
,6102148: 
,
1,
,
,
,
1,
,
,
,
,
,
,
,
1,
1,
1,
,
1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4,
1,
1,
1,
1,
,
,
,
,
,
,
,
,
,
,
,
,
