piece,set_ID
,819: 
4,1040: 
1,1474: 
2,1475: 
,1476: 
1,1477: 
1,1478: 
2,1479: 
1,1480: 
1,1481: 
,1483: 
,1548: 
2,1591: 
,1610: 
,1611: 
2,1635: 
2,1656: 
1,1666: 
,1678: 
,1698: 
1,1772: 
1,1773: 
2,1774: 
1,1878: 
1,1881: 
2,1882: 
1,1977: 
,1978: 
,1979: 
,1980: 
2,2303: 
,2306: 
,2313: 
,2314: 
,2318: 
,2331: 
1,2341: 
,2361: 
3,2371: 
,2376: 
1,2381: 
3,2386: 
3,2391: 
3,2392: 
1,2443: 
2,2447: 
2,2451: 
2,2455: 
3,2459: 
2,2654: 
,2660: 
2,2671: 
3,2672: 
7,2771: 
12,2772: 
3,2773: 
1,2775: 
1,2776: 
1,2777: 
1,2778: 
,2779: 
4,2780: 
2,4011: 
3,4021: 
4,4031: 
8,4515: 
More,4520: 
6,4531: 
,4536: 
1,4539: 
1,4543: 
1,4546: 
More,4548: 
314,4551: 
8,4554: 
11,4558: 
3,4563: 
,5042: 
,5043: 
,5044: 
,5045: 
,5046: 
,5099: 
,5114: 
,5115: 
,5118: 
,5153: 
,5154: 
,5155: 
,5156: 
,5157: 
,5158: 
,5159: 
,5164: 
31,5165: 
,5166: 
,5271: 
9,5272: 
3,5300: 
,5550: 
1,6234: 
3,6259: 
5,6267: 
7,6273: 
,6347: 
1,6352: 
2,6353: 
1,6430: 
2,6440: 
1,6509: 
1,6510: 
1,6531: 
1,6532: 
4,6540: 
5,6541: 
7,6542: 
1,6593: 
2,6645: 
1,6646: 
1,6669: 
2,6679: 
6,6704: 
,6710: 
1,6812: 
1,6832: 
1,6851: 
3,6862: 
1,6878: 
1,6887: 
2,6933: 
2,6981: 
5,6988: 
,8074: 
,8810: 
,8815: 
,8820: 
,8838: 
,8856: 
Yes,8891: 
,9353: 
,9354: 
24,9361: 
,9362: 
