piece,set_ID
,1: 
,2: 
,3: 
,044: 
,045: 
,046: 
,047: 
,048: 
,049: 
3,050: 
,064: 
,065: 
,079: 
,088: 
,101: 
3,102: 
,103: 
,118: 
,120: 
,122: 
,123: 
,124: 
,125: 
,127: 
,138: 
,139: 
,140: 
,157: 
,158: 
,241: 
,310: 
,321: 
,322: 
,337: 
,344: 
,345: 
,346: 
,347: 
,441: 
,442: 
,443: 
,444: 
,445: 
,446: 
,447: 
,449: 
,501: 
,510: 
,511: 
,702: 
,703: 
,704: 
,705: 
,706: 
,707: 
,720: 
,721: 
,740: 
,750: 
,751: 
,753: 
,754: 
,842: 
,900: 
,901: 
,902: 
,903: 
,906: 
,914: 
,914: 
,915: 
,918: 
,919: 
,922: 
,923: 
,964: 
,970: 
,971: 
,980: 
,980: 
,981: 
,981: 
,985: 
,986: 
,987: 
,988: 
,989: 
,990: 
,994: 
,995: 
,
,
