piece,set_ID
2480,10260: 
4124,10261: 
1290,10262: 
1166,10263: 
826,10268: 
85,10401: 
186,10402: 
295,10403: 
579,10404: 
871,10405: 
244,10712: 
213,10713: 
1,10714: 
442,10715: 
1500,10717: 
67,10748: 
115,10749: 
73,10750: 
115,10751: 
151,10753: 
125,10754: 
131,10755: 
84,10756: 
85,10757: 
150,10758: 
95,10759: 
149,10760: 
178,10761: 
87,10762: 
215,10763: 
376,10764: 
92,10765: 
18,10858: 
6,10859: 
6,10860: 
28,10861: 
41,10862: 
34,10863: 
71,10864: 
70,10865: 
26,10867: 
59,10868: 
104,10869: 
16,10870: 
29,10871: 
26,10872: 
21,10873: 
59,10874: 
105,10875: 
38,10876: 
19,10877: 
37,10878: 
24,10879: 
22,10880: 
28,10881: 
23,10882: 
,11915: 
60,11917: 
,21038: 
597,21039: 
551,21041: 
1685,21042: 
501,21047: 
69,21138: 
84,21139: 
198,21140: 
241,21141: 
278,21142: 
470,21143: 
549,21144: 
198,21145: 
457,21146: 
644,21147: 
2321,21311: 
962,21313: 
230,21314: 
859,21315: 
7,30325: 
,30326: 
Yes,30326: 
,30326: 
,30326: 
,30326: 
,30326: 
30,30339: 
43,30356: 
58,30357: 
40,30358: 
48,30359: 
43,30360: 
33,30380: 
42,30381: 
48,30382: 
25,30403: 
100,30404: 
35,30405: 
46,30406: 
40,30407: 
59,30450: 
49,30498: 
56,30499: 
69,30525: 
84,30526: 
46,30530: 
33,30531: 
61,30532: 
43,30540: 
10,30541: 
68,30542: 
66,30543: 
61,30547: 
51,30552: 
4,30614: 
4,30615: 
4,30617: 
109,31071: 
109,31072: 
223,31073: 
241,31074: 
225,31075: 
200,31076: 
396,31077: 
260,31078: 
379,31079: 
374,31080: 
422,31081: 
597,31083: 
923,31084: 
581,31085: 
100,40187: 
187,40188: 
132,40197: 
389,40198: 
286,40199: 
156,40235: 
140,40270: 
126,40271: 
151,40272: 
114,40273: 
341,40274: 
55,40276: 
44,40277: 
45,40278: 
43,40279: 
,40280: 
,40281: 
,40282: 
,40283: 
,40284: 
,40285: 
,40286: 
,40287: 
48,40288: 
374,40289: 
421,40290: 
307,40291: 
301,40292: 
251,40293: 
22,40298: 
22,40299: 
22,40300: 
40,40301: 
,40302: 
,40303: 
11,40304: 
362,40305: 
220,40306: 
115,40307: 
30,40309: 
24,40310: 
46,40311: 
34,40312: 
21,40313: 
76,40314: 
,40315: 
,40316: 
29,40320: 
146,40358: 
80,40388: 
171,40389: 
104,41151: 
322,41152: 
380,41153: 
585,41154: 
125,41155: 
156,41156: 
323,41157: 
149,41190: 
205,41191: 
360,41192: 
451,41193: 
646,41194: 
650,41195: 
883,41196: 
144,41287: 
228,41288: 
86,41327: 
95,41328: 
163,41329: 
119,41330: 
210,41332: 
223,41333: 
229,41334: 
351,41335: 
378,41336: 
460,41338: 
488,41339: 
722,41340: 
85,41341: 
183,41342: 
323,41343: 
294,41344: 
474,41345: 
563,41346: 
1017,41347: 
247,41348: 
345,41349: 
325,41350: 
413,41351: 
648,41352: 
500,41353: 
126,41451: 
101,41452: 
214,41453: 
359,41454: 
433,41455: 
515,41456: 
708,41597: 
122,41598: 
143,41599: 
135,41600: 
108,41601: 
119,41602: 
130,41603: 
101,41604: 
105,41605: 
113,41606: 
136,41607: 
141,41608: 
149,41609: 
209,41610: 
240,41611: 
160,41612: 
160,41613: 
234,41614: 
180,41615: 
127,41616: 
130,41617: 
201,41618: 
104,41619: 
124,41620: 
245,41621: 
228,41622: 
361,41623: 
109,41624: 
129,41625: 
189,41626: 
215,41627: 
124,41628: 
161,41629: 
193,41630: 
247,41631: 
215,41632: 
14,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
1,41775: 
12,41775: 
,41775: 
171,42071: 
135,42072: 
139,42073: 
330,42074: 
513,42075: 
1020,42076: 
1005,42077: 
2595,42078: 
592,42079: 
1003,42080: 
1167,42081: 
4057,42082: 
3599,42083: 
176,42084: 
,45025: 
,45806: 
693,45807: 
37,60170: 
88,60171: 
297,60172: 
303,60173: 
663,60174: 
387,60175: 
126,60176: 
87,60177: 
78,60178: 
190,60179: 
192,60180: 
174,60181: 
344,60182: 
310,60183: 
82,60184: 
127,60185: 
294,60186: 
883,60188: 
50,60190: 
70,60191: 
200,60192: 
277,60193: 
322,60194: 
786,60195: 
707,60196: 
677,60197: 
1226,60198: 
1211,60200: 
313,60201: 
164,60202: 
861,60204: 
20,60205: 
8,60238: 
,66591: 
,66596: 
,66597: 
61,70633: 
69,70634: 
68,70635: 
69,70636: 
73,70637: 
257,70638: 
308,70639: 
530,70640: 
552,70641: 
556,70642: 
765,70643: 
92,70644: 
92,70645: 
92,70646: 
92,70647: 
92,70648: 
,70649: 
181,70650: 
221,70651: 
493,70652: 
882,70653: 
1179,70654: 
1660,70655: 
3553,70657: 
522,70658: 
198,70918: 
267,70919: 
293,70920: 
425,70921: 
643,70923: 
,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
1,71020: 
20,71020: 
,71020: 
,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
1,71021: 
,71021: 
,71021: 
,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
1,71022: 
,71022: 
,71022: 
6020,71043: 
217,72001: 
191,72002: 
369,72003: 
506,72004: 
569,72005: 
604,72006: 
1967,75181: 
1,75188: 
92,75193: 
91,75194: 
216,75195: 
188,75196: 
108,75197: 
97,75198: 
157,75199: 
241,75200: 
370,75201: 
746,75202: 
255,75203: 
278,75204: 
378,75205: 
102,75206: 
99,75207: 
229,75208: 
345,75209: 
464,75210: 
519,75211: 
1414,75212: 
307,75213: 
247,75214: 
355,75215: 
492,75216: 
622,75217: 
731,75218: 
829,75219: 
1239,75220: 
636,75221: 
2812,75222: 
811,75230: 
203,75512: 
144,75533: 
168,75534: 
101,75535: 
101,75536: 
104,75537: 
,75538: 
,75539: 
183,75884: 
203,75885: 
179,75886: 
163,75887: 
391,75888: 
841,75889: 
126,75926: 
222,75927: 
397,75928: 
577,75929: 
1019,75930: 
289,75931: 
360,75932: 
609,75933: 
157,75950: 
132,75951: 
694,75952: 
753,75953: 
878,75954: 
801,75955: 
500,75956: 
182,75987: 
197,75996: 
218,75997: 
89,76089: 
86,76090: 
79,76091: 
86,76092: 
84,76093: 
80,76094: 
235,76095: 
199,76096: 
406,76097: 
271,76098: 
229,76099: 
358,76100: 
124,76101: 
223,76102: 
416,76103: 
375,76104: 
1363,76105: 
674,76107: 
1004,76108: 
200,76109: 
155,76110: 
269,76111: 
321,76112: 
More,88005: 
,121801: 
,121802: 
1,211803: 
1,211804: 
,271824: 
,271825: 
,271826: 
,271827: 
,271828: 
,271829: 
,271830: 
,271831: 
,271832: 
,471801: 
,561802: 
,561803: 
,561804: 
,561805: 
,561806: 
,561807: 
,561808: 
,561809: 
,561810: 
,561811: 
,853606: 
,853709: 
,853744: 
,853747: 
,853748: 
,853749: 
,853751: 
,853753: 
,853756: 
,853757: 
1,853758: 
1,853759: 
,853760: 
,853762: 
,853763: 
,853764: 
,853765: 
,853767: 
,853768: 
,853769: 
,853770: 
,853771: 
,853772: 
1,853774: 
1,853775: 
1,853776: 
1,853777: 
1,853778: 
,853780: 
,853781: 
,853782: 
,853788: 
,853790: 
,853791: 
,853792: 
,853793: 
,853794: 
,853795: 
More,853796: 
,853797: 
,853798: 
,853802: 
1,853810: 
More,853815: 
,853816: 
,853818: 
,853819: 
,853831: 
More,853840: 
More,853841: 
More,853842: 
,853843: 
,853844: 
,891833: 
1,891834: 
,891835: 
1,891836: 
,891837: 
,891838: 
,891839: 
,891840: 
,891841: 
,891842: 
,891843: 
,891844: 
,911831: 
1,911832: 
,911833: 
1,911834: 
,911835: 
,911836: 
,911837: 
,911838: 
,911839: 
,911840: 
,911841: 
,911842: 
,911943: 
,951805: 
,951806: 
,951807: 
,951808: 
,951809: 
,951810: 
,3850065: 
,4000025: 
837,4000026: 
,4000028: 
,4000029: 
,4000030: 
70,4000031: 
,4002018: 
,5005168: 
,5005171: 
,5005173: 
1,5005230: 
,5005231: 
1,5005233: 
1,5005236: 
,5005237: 
,5005238: 
1,5005239: 
,5005244: 
1,5005249: 
1,5005250: 
1,5005251: 
2,5005253: 
4,5005254: 
3,5005255: 
4,5005256: 
4,5005257: 
1,5005358: 
1,5005359: 
1,5005376: 
,5005404: 
,5005405: 
,5005406: 
,5005470: 
,5005472: 
,5005473: 
,5005474: 
,5005509: 
,5005510: 
,5005511: 
,5005512: 
,5005513: 
,5005514: 
,5005515: 
,5005516: 
,5005517: 
,5005518: 
,5005519: 
,5005520: 
,5005521: 
,5005523: 
,5005524: 
,5005525: 
,5005530: 
,5005531: 
,5005532: 
,5005533: 
,5005534: 
,5005535: 
,5005536: 
,5005537: 
,5005539: 
,5005552: 
,5005553: 
,5005554: 
,5005570: 
,5005571: 
,5005573: 
,5005574: 
,5005577: 
,5005579: 
,5005580: 
,5005581: 
,5005582: 
,5005587: 
,5005609: 
,5005611: 
,5005613: 
,5005616: 
,5005624: 
,5005625: 
,5005626: 
,5005634: 
,5005665: 
,5005667: 
,5005668: 
,5005690: 
,5005691: 
,5005692: 
,5005693: 
,5005704: 
1,5005747: 
,6252770: 
,6252808: 
,6252810: 
,6252811: 
,6252812: 
,6258618: 
,6258619: 
,6258620: 
,6258622: 
,6258623: 
,6258624: 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
