piece,set_ID
3,599: 
36,1066: 
,1082: 
,1201: 
,1205: 
,1209: 
,1211: 
,1221: 
,1222: 
,1223: 
,1224: 
,1226: 
4,1590: 
1,1600: 
,1656: 
,1658: 
,1905: 
,1910: 
,1920: 
,1922: 
,2302: 
,2306: 
,2308: 
1,2622: 
1,2635: 
1,2641: 
4,2642: 
2,2648: 
1,3654: 
2,3666: 
2,3667: 
3,3669: 
3,3672: 
4,3678: 
,3694: 
,3695: 
1,3701: 
1,3703: 
1,3704: 
1,3706: 
1,3707: 
1,3708: 
1,3781: 
1,3782: 
1,3784: 
1,3786: 
1,4005: 
2,4015: 
3,4025: 
,5235: 
6,6302: 
4,6308: 
1,6362: 
2,6372: 
1,6607: 
1,6608: 
1,6651: 
1,6653: 
1,6685: 
1,6880: 
1,6890: 
2,6950: 
,8030: 
,8050: 
,8090: 
26,8700: 
,8846: 
,
