piece,set_ID
,7: 
,8: 
,9: 
,061: 
,063: 
1,086: 
2,164: 
2,165: 
2,166: 
2,167: 
,205: 
1,208: 
,230: 
,231: 
,232: 
,278: 
1,297: 
,300: 
,301: 
,302: 
,316: 
,330: 
,340: 
4,374: 
14,375: 
2,376: 
2,377: 
,398: 
2,462: 
3,483: 
2,487: 
4,493: 
,528: 
,529: 
1,534: 
5,575: 
4,590: 
1,600: 
1,601: 
1,602: 
1,603: 
1,604: 
1,605: 
1,606: 
1,620: 
1,621: 
,622: 
1,623: 
1,625: 
,626: 
,628: 
1,640: 
1,641: 
,642: 
2,643: 
1,644: 
1,670: 
1,671: 
1,672: 
2,673: 
1,674: 
1,709: 
,745: 
,746: 
,747: 
,775: 
,854: 
,855: 
,872: 
,948: 
,952: 
,954: 
,956: 
,960: 
,961: 
,970: 
,1117: 
,1175: 
,1176: 
,1555: 
5,1589: 
,1610: 
,1611: 
3,1620: 
