piece,set_ID
,10: 
,20: 
,30: 
,40: 
,50: 
,55: 
,74: 
4,080: 
5,081: 
7,082: 
,107: 
,108: 
1,146: 
2,147: 
3,149: 
,156: 
,157: 
,159: 
,183: 
,194: 
,197: 
,210: 
,211: 
,212: 
,222: 
,256: 
,258: 
2,314: 
,315: 
2,368: 
5,369: 
4,370: 
,385: 
3,386: 
,387: 
,393: 
,394: 
,395: 
,396: 
1,425: 
,435: 
2,445: 
,455: 
3,485: 
,530: 
,531: 
,532: 
2,550: 
7,555: 
,565: 
4,585: 
,616: 
1,617: 
,661: 
,662: 
,695: 
7,696: 
1,697: 
3,726: 
3,770: 
,780: 
,901: 
3,910: 
4,911: 
3,912: 
,1011: 
,1017: 
,1045: 
,1074: 
,1077: 
,1560: 
,1561: 
,1562: 
2,1601: 
,
2,
2,
