piece,set_ID
2031,9664: 
2196,10232: 
1351,10233: 
2989,10234: 
1261,10235: 
1990,10236: 
2359,10237: 
1559,10240: 
243,10250: 
44,10500: 
5,10501: 
19,10502: 
25,10503: 
62,10504: 
83,10505: 
24,10506: 
52,10507: 
134,10508: 
16,10509: 
40,10510: 
53,10511: 
22,10512: 
37,10513: 
56,10514: 
39,10515: 
30,10516: 
38,10517: 
43,10518: 
16,10519: 
12,10520: 
9,10550: 
40,10552: 
17,10553: 
15,10554: 
65,10555: 
106,10556: 
200,10557: 
31,10558: 
15,10559: 
13,10560: 
37,10561: 
197,10655: 
88,10656: 
148,10657: 
146,10659: 
151,10660: 
90,10661: 
607,10662: 
609,10663: 
1600,10664: 
1619,10937: 
,11900: 
,11901: 
,11902: 
,11903: 
2,11904: 
2,11905: 
,20209: 
,20210: 
,20211: 
638,20214: 
675,20215: 
383,20216: 
576,20217: 
345,21015: 
1188,21017: 
597,21018: 
602,21021: 
1210,21050: 
401,21103: 
466,21105: 
469,21106: 
3,30066: 
,30066: 
,30066: 
,30066: 
,30066: 
,30066: 
34,30106: 
39,30107: 
33,30108: 
40,30166: 
24,30167: 
17,30168: 
45,30183: 
56,30184: 
48,30185: 
51,30186: 
33,30215: 
31,30216: 
40,30220: 
37,30221: 
33,30222: 
42,30224: 
37,30225: 
28,30230: 
27,30231: 
54,30240: 
49,30241: 
45,30242: 
48,30243: 
33,30250: 
38,30251: 
23,30252: 
30,30253: 
36,30254: 
11,30255: 
24,30260: 
20,30261: 
36,30270: 
65,31000: 
62,31001: 
121,31002: 
145,31003: 
166,31004: 
256,31005: 
286,31006: 
223,31007: 
235,31008: 
271,31009: 
356,31010: 
618,31011: 
756,31012: 
601,31313: 
54,40051: 
88,40052: 
96,40053: 
40,40054: 
52,40055: 
46,40056: 
72,40057: 
110,40058: 
77,40059: 
40,40061: 
59,40062: 
29,40063: 
32,40064: 
21,40065: 
37,40066: 
37,40067: 
31,40068: 
44,40069: 
22,40070: 
,40071: 
,40072: 
70,40073: 
90,40077: 
39,40078: 
76,40079: 
138,40080: 
1,40081: 
,40081: 
,40081: 
,40081: 
,40081: 
,40081: 
115,40082: 
118,40083: 
6,40084: 
,40200: 
28,41000: 
90,41001: 
93,41002: 
70,41003: 
198,41004: 
487,41005: 
253,41006: 
242,41007: 
423,41008: 
75,41009: 
94,41010: 
80,41011: 
159,41013: 
612,41015: 
213,41016: 
41,41017: 
31,41018: 
33,41019: 
34,41020: 
46,41021: 
37,41022: 
35,41023: 
32,41024: 
39,41025: 
1585,41999: 
1141,42000: 
100,42001: 
170,42002: 
246,42004: 
329,42005: 
720,42006: 
253,42007: 
1276,42008: 
2606,42009: 
160,42010: 
158,42011: 
103,44000: 
50,44001: 
43,44002: 
46,44003: 
50,44004: 
62,44005: 
49,44006: 
59,44007: 
66,44008: 
149,44009: 
69,44010: 
60,44011: 
51,44012: 
41,44013: 
290,44014: 
,45000: 
,45001: 
,45002: 
,45003: 
,45080: 
1147,45100: 
1,45500: 
,45501: 
1,45502: 
1,45503: 
1,45504: 
1,45505: 
1,45506: 
1,45507: 
1,45508: 
1,45509: 
7,45514: 
,45515: 
,45516: 
541,45544: 
853,45560: 
257,50003: 
425,50004: 
211,50006: 
338,50011: 
40,60000: 
80,60001: 
209,60002: 
301,60003: 
752,60004: 
222,60005: 
51,60006: 
283,60007: 
563,60008: 
352,60009: 
232,60010: 
32,60011: 
128,60012: 
230,60013: 
449,60014: 
279,60015: 
191,60016: 
212,60017: 
221,60018: 
140,60019: 
321,60020: 
393,60021: 
658,60022: 
272,60023: 
244,60024: 
315,60025: 
914,60026: 
299,60027: 
483,60031: 
Yes,66448: 
,66449: 
,66450: 
,66453: 
89,66454: 
,66455: 
,66456: 
,66471: 
Yes,66473: 
1081,66474: 
,66475: 
,66481: 
,66482: 
,66483: 
,66484: 
,66485: 
,66488: 
,66497: 
,66498: 
,66499: 
,66500: 
109,70000: 
139,70001: 
230,70002: 
348,70003: 
297,70004: 
417,70005: 
609,70006: 
223,70007: 
505,70008: 
664,70009: 
1258,70010: 
369,70011: 
412,70012: 
339,70013: 
647,70014: 
83,70100: 
101,70101: 
106,70102: 
93,70103: 
81,70104: 
97,70105: 
101,70106: 
97,70107: 
105,70108: 
77,70109: 
92,70110: 
91,70111: 
105,70112: 
92,70113: 
117,70114: 
246,70115: 
55,70200: 
67,70201: 
59,70202: 
65,70203: 
55,70204: 
68,70205: 
90,70400: 
199,70401: 
248,70402: 
376,70403: 
996,70404: 
102,70500: 
210,70501: 
171,70502: 
252,70503: 
328,70504: 
565,70505: 
86,70700: 
218,70701: 
310,70702: 
311,70703: 
506,70704: 
711,70705: 
171,70706: 
440,70707: 
560,70708: 
1012,70709: 
7,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
1,71000: 
16,71000: 
,71000: 
,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
1,71001: 
16,71001: 
,71001: 
1,71001: 
7,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
1,71002: 
16,71002: 
,71002: 
124,75000: 
63,75001: 
222,75002: 
177,75003: 
373,75004: 
380,75005: 
61,75006: 
74,75007: 
60,75008: 
69,75009: 
83,75010: 
102,75011: 
226,75012: 
493,75013: 
426,75014: 
271,75015: 
295,75016: 
391,75017: 
550,75018: 
794,75019: 
850,75020: 
1175,75021: 
211,75022: 
254,75023: 
362,75024: 
927,75025: 
198,76000: 
368,76001: 
119,76002: 
418,76003: 
237,76004: 
476,76005: 
195,76006: 
364,76007: 
91,76008: 
168,76009: 
113,79005: 
243,79006: 
656,79007: 
756,79008: 
217,79011: 
276,79012: 
470,79013: 
797,79014: 
90,79100: 
198,79101: 
162,79102: 
488,79103: 
620,79104: 
397,79105: 
69,79106: 
161,79107: 
279,79108: 
587,79109: 
644,79110: 
699,79111: 
1,88003: 
1,88004: 
,391113: 
,391213: 
,850490: 
140,850581: 
,850591: 
,850597: 
,850598: 
,850602: 
,850607: 
,850608: 
,850609: 
,850611: 
,850612: 
,850614: 
,850615: 
34,850617: 
43,850618: 
,850622: 
,850628: 
36,850632: 
,850634: 
,850635: 
,850636: 
,850637: 
,850638: 
,850639: 
,850640: 
,850641: 
,850642: 
,850643: 
,850644: 
,850646: 
,850648: 
,850653: 
,850656: 
,850657: 
,850663: 
,850664: 
,850666: 
,850670: 
,850673: 
,850674: 
,850680: 
,850681: 
,850682: 
,850686: 
55,850702: 
,850705: 
102,850751: 
,850752: 
,850760: 
,850761: 
,850771: 
,850775: 
,850776: 
,850777: 
42,850779: 
,850781: 
,850789: 
28,850791: 
,850794: 
,850797: 
,850798: 
,850800: 
,850807: 
,850808: 
,850813: 
,850814: 
,850815: 
,850838: 
39,850839: 
,850840: 
,850841: 
34,850842: 
25,850843: 
29,850849: 
23,850850: 
26,850851: 
21,850852: 
,853297: 
,853303: 
,2000425: 
,2000430: 
2455,2000431: 
,2856236: 
,2856238: 
,4000008: 
,4000009: 
435,4000013: 
,5000704: 
1,5001121: 
,5001270: 
,5001512: 
1,5001621: 
1,5001622: 
1,5001623: 
1,5001709: 
,5002032: 
,5002033: 
5,5002146: 
5,5002147: 
5,5002148: 
,5002194: 
,5002195: 
,5002198: 
,5002201: 
,5002202: 
,5002207: 
,5002208: 
,5002209: 
,5002210: 
,5002211: 
,5002212: 
,5002417: 
,5002420: 
,5002421: 
,5002422: 
,5002423: 
,5002424: 
,5002467: 
,5002468: 
,5002470: 
,5002471: 
,5002517: 
,5002518: 
,5002520: 
,5002664: 
,5002665: 
,5002666: 
,5002671: 
,5002672: 
,5002673: 
,5002674: 
,5002675: 
,5002676: 
,5002677: 
,5002678: 
,5002679: 
,5002774: 
,5002779: 
,5002790: 
,5002792: 
,5002793: 
,5002794: 
,5002796: 
,5002801: 
,5002803: 
,5002804: 
,5002805: 
,5002822: 
,5002823: 
,5002824: 
,5002825: 
,5002826: 
,5002827: 
,5002828: 
,5002891: 
,5002900: 
,5002901: 
,5003079: 
,5003564: 
,6031636: 
,6031640: 
,6031641: 
,6031645: 
,6043173: 
,6043183: 
,6043191: 
,6043203: 
,9003455: 
,
1,
1,
1,
1,
,
1,
1,
,
,
1,
,
,
3,
,
,
,
,
,
,
1,
2,
3,
,
3,
1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3,
,
,
,
,
,
,
,
3,
,
,
,
,
,
,
3,
,
,
,
,
,
3,
,
,
1,
3,
