piece,set_ID
,2008: 
115,2230: 
210,3830: 
279,3831: 
236,3832: 
469,4210: 
73,4837: 
79,4838: 
15,4862: 
41,4863: 
115,4864: 
24,4897: 
35,4898: 
34,4900: 
648,4993: 
193,4994: 
272,4995: 
522,4996: 
1279,4997: 
731,4998: 
815,4999: 
20,5372: 
21,5373: 
1,5380: 
700,5522: 
34,5543: 
82,5544: 
100,5572: 
643,5573: 
280,5574: 
45,5575: 
378,5576: 
65,5577: 
500,5578: 
689,5582: 
78,5583: 
650,5584: 
216,5585: 
61,5593: 
9,5596: 
28,5597: 
52,5598: 
72,5601: 
28,5602: 
7,5603: 
62,5604: 
17,5605: 
10,5606: 
16,5607: 
64,5608: 
116,5609: 
23,5610: 
31,5611: 
21,5612: 
25,5613: 
16,5614: 
21,5615: 
24,5616: 
21,5617: 
19,5618: 
26,5619: 
22,5620: 
21,5621: 
33,5625: 
12,5626: 
23,5627: 
100,6117: 
106,6118: 
150,6119: 
26,6126: 
29,6127: 
22,6128: 
80,6176: 
650,6177: 
79,6178: 
252,6186: 
300,6187: 
364,7037: 
161,7038: 
86,7040: 
508,7041: 
493,7048: 
1,7235: 
1,7236: 
2,7245: 
83,7583: 
209,7585: 
450,7586: 
54,7587: 
35,7611: 
37,7612: 
34,7613: 
79,7620: 
277,7621: 
272,7622: 
554,7623: 
90,7624: 
234,7625: 
511,7626: 
929,7627: 
625,7628: 
795,7644: 
600,7645: 
333,7646: 
235,7647: 
130,7648: 
759,7649: 
81,7667: 
82,7668: 
153,7669: 
249,7670: 
392,7671: 
482,7672: 
431,7673: 
471,7674: 
798,7675: 
1034,7676: 
329,7678: 
592,7679: 
882,7680: 
206,7681: 
215,7723: 
196,7724: 
361,7726: 
,7728: 
,7729: 
66,7731: 
88,7732: 
343,7733: 
463,7734: 
33,7736: 
130,7737: 
445,7738: 
444,7739: 
94,7741: 
524,7743: 
953,7744: 
53,7796: 
37,7797: 
47,7798: 
38,7799: 
76,7884: 
207,7885: 
267,7886: 
449,7888: 
176,7979: 
44,8028: 
66,8029: 
66,8031: 
112,8111: 
131,8112: 
163,8113: 
188,8114: 
244,8115: 
283,8117: 
347,8118: 
45,8148: 
43,8149: 
55,8150: 
52,8151: 
142,8152: 
270,8153: 
1021,8154: 
482,8155: 
626,8156: 
997,8157: 
242,8158: 
237,8159: 
367,8160: 
595,8161: 
89,8290: 
248,8291: 
726,8292: 
10,8293: 
720,8294: 
1182,8295: 
199,8296: 
1097,8297: 
92,8490: 
72,8491: 
59,8492: 
82,8493: 
268,8494: 
503,8495: 
510,8496: 
352,8630: 
88,8631: 
231,8632: 
340,8633: 
498,8634: 
1154,8635: 
520,8636: 
718,8637: 
54,8685: 
52,8686: 
68,8687: 
60,8688: 
73,8689: 
62,8690: 
53,8691: 
49,8692: 
49,8693: 
40,8694: 
51,8695: 
54,8696: 
140,8697: 
133,8698: 
267,8699: 
1,8881: 
1,8882: 
1,8883: 
1,8884: 
1,8885: 
More,8886: 
390,8941: 
More,8942: 
More,8942: 
693,8943: 
14,8944: 
14,8945: 
14,8946: 
16,8947: 
14,8948: 
14,8949: 
90,8952: 
159,8953: 
301,8954: 
147,9076: 
111,9206: 
87,9215: 
156,9530: 
352,9531: 
3,9628: 
31,9641: 
672,9648: 
102,9656: 
,9699: 
,9799: 
1981,10184: 
2352,10185: 
1085,10186: 
1626,10187: 
3803,10188: 
5922,10189: 
895,10191: 
956,10192: 
893,10200: 
,19710: 
,19720: 
103,20001: 
56,20002: 
102,20003: 
83,20004: 
38,20005: 
64,20006: 
More,21000: 
69,21001: 
,66174: 
,66236: 
,66237: 
,66246: 
,66247: 
,66255: 
,66256: 
,66257: 
,66258: 
,66260: 
,66261: 
,66262: 
,66264: 
,66272: 
,66273: 
,66274: 
,66282: 
,66288: 
,66290: 
,66299: 
Yes,66300: 
,66306: 
,66328: 
,66330: 
,66361: 
,67221: 
,67234: 
,810010: 
,810011: 
,810012: 
,810013: 
,810020: 
,810021: 
,810022: 
,810023: 
,810030: 
,850353: 
,850353: 
,850355: 
,851091: 
,851091: 
,851464: 
,851626: 
,851659: 
,851659: 
,852145: 
,852146: 
,852147: 
,852165: 
,852171: 
,852172: 
,852182: 
,852194: 
,852198: 
,852204: 
,852206: 
,852214: 
,852216: 
,852217: 
,852221: 
,852231: 
,852238: 
,852239: 
,852240: 
,852242: 
,852244: 
,852245: 
,852246: 
,852247: 
,852266: 
,852270: 
35,852271: 
43,852272: 
,852273: 
,852274: 
,852279: 
,852283: 
,852286: 
,852292: 
,852293: 
,852294: 
,852302: 
,852308: 
,852309: 
,852312: 
,852314: 
,852315: 
,852317: 
,852318: 
,852319: 
,852323: 
,852330: 
21,852331: 
,852333: 
,852335: 
,852336: 
,852339: 
,852341: 
,852346: 
,852347: 
,852348: 
,852349: 
,852350: 
,852351: 
,852352: 
,852353: 
,852354: 
,852355: 
,852356: 
,852394: 
,852395: 
,852396: 
,852397: 
,852445: 
,852454: 
,852458: 
,852459: 
,852460: 
,852461: 
,852462: 
,852467: 
,852468: 
,852469: 
,852554: 
,852660: 
,853077: 
,876993: 
,920616: 
,922999: 
,926096: 
,2851146: 
,4268591: 
,4294200: 
36,4559922: 
,
,
,
,
,
,
5,
2,
2,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
