piece,set_ID
105,71255: 
156,71264: 
46,71266: 
118,71267: 
55,71286: 
56,71287: 
56,71343: 
57,71344: 
93,71346: 
64,71348: 
56,71349: 
1703,75144: 
109,75160: 
88,75161: 
90,75162: 
78,75163: 
120,75164: 
112,75165: 
117,75166: 
125,75167: 
262,75168: 
208,75169: 
269,75170: 
419,75171: 
691,75172: 
149,75173: 
277,75174: 
358,75175: 
294,75176: 
554,75177: 
457,75178: 
630,75179: 
836,75180: 
305,75182: 
282,75183: 
309,75184: 
557,75185: 
775,75186: 
1106,75187: 
778,75188: 
1376,75189: 
1416,75190: 
825,75191: 
7541,75192: 
89,75523: 
87,75524: 
148,75525: 
94,75526: 
85,75528: 
92,75529: 
179,75530: 
100,75531: 
452,75532: 
196,75877: 
181,75878: 
184,75879: 
161,75880: 
366,75881: 
494,75882: 
941,75883: 
120,75995: 
93,76068: 
83,76069: 
85,76070: 
79,76071: 
94,76072: 
85,76073: 
286,76075: 
160,76076: 
377,76077: 
375,76078: 
197,76079: 
323,76080: 
460,76081: 
185,76082: 
375,76083: 
400,76084: 
197,76085: 
622,76086: 
955,76087: 
492,76088: 
1,211701: 
,211702: 
,241701: 
,241702: 
,271712: 
,271713: 
,271714: 
,271715: 
,271716: 
,271717: 
,271718: 
,271719: 
1,271720: 
,271721: 
,271722: 
,271723: 
1,471701: 
1,471702: 
,561701: 
,561702: 
,561703: 
,561704: 
,561705: 
,561706: 
,561801: 
,624210: 
,853632: 
,853633: 
,853634: 
,853635: 
,853636: 
,853637: 
,853638: 
,853639: 
,853640: 
,853642: 
,853644: 
,853645: 
,853646: 
,853647: 
,853648: 
,853649: 
1,853650: 
31,853651: 
,853652: 
,853653: 
,853654: 
,853656: 
,853659: 
,853660: 
,853663: 
,853664: 
,853665: 
,853666: 
,853667: 
,853668: 
,853669: 
,853670: 
More,853671: 
3,853676: 
3,853677: 
,853678: 
,853679: 
,853680: 
,853681: 
,853682: 
,853683: 
,853684: 
,853685: 
,853686: 
3,853687: 
,853688: 
,853689: 
,853690: 
,853691: 
,853692: 
,853694: 
,853695: 
,853696: 
,853697: 
,853698: 
,853699: 
,853700: 
,853701: 
1,853702: 
,853703: 
,853704: 
,853705: 
,853706: 
,853707: 
,853708: 
,853711: 
,853712: 
,853713: 
,891721: 
,891722: 
,891723: 
,891724: 
,891725: 
,891726: 
,891727: 
1,891728: 
1,891729: 
,891730: 
,891731: 
,891732: 
,911618: 
1,911719: 
,911720: 
1,911721: 
,911722: 
,911723: 
,911724: 
,911725: 
1,911726: 
,911727: 
,911728: 
,911729: 
,911730: 
,951701: 
,951702: 
,951703: 
,951704: 
,3850016: 
,3850017: 
,3850031: 
,3850033: 
,3850060: 
,3850061: 
,3850071: 
,4000024: 
732,4002017: 
1,5004394: 
1,5004911: 
,5004913: 
1,5004914: 
,5004915: 
1,5004916: 
1,5004920: 
,5004928: 
1,5004929: 
1,5004930: 
1,5004931: 
1,5004932: 
2,5004933: 
2,5004934: 
2,5004936: 
4,5004938: 
4,5004939: 
4,5004940: 
4,5004941: 
,5005114: 
,5005116: 
,5005119: 
,5005120: 
,5005122: 
,5005167: 
,5005175: 
,5005205: 
,5005207: 
,5005208: 
,5005209: 
,5005212: 
,5005219: 
,5005220: 
,5005222: 
,5005223: 
,5005224: 
,5005226: 
,5005227: 
,5005228: 
,5005229: 
,5005273: 
,5005295: 
,5005296: 
,5005297: 
,5005298: 
,5005299: 
,5005300: 
,5005301: 
,5005317: 
,5005320: 
,5005321: 
,5005322: 
,5005326: 
,5005331: 
,5005332: 
,5005333: 
,5005334: 
,5005335: 
,5005336: 
,5005337: 
,5005338: 
,5005340: 
,5005342: 
,5005351: 
,5005352: 
,5005353: 
,5005354: 
,5005355: 
,5005356: 
,5005364: 
,5005365: 
,5005366: 
,5005367: 
,5005368: 
,5005369: 
,5005370: 
,5005372: 
,5005373: 
,5005375: 
,5005380: 
,5005381: 
,5005382: 
,5005388: 
,5005392: 
,5005394: 
,5005396: 
,5005398: 
,5005399: 
,5005400: 
,5005402: 
,5005403: 
,5005413: 
,5005414: 
,5005415: 
,5005416: 
,5005417: 
,5005424: 
,5005425: 
,5005426: 
,5005427: 
,5005428: 
,5005431: 
,5005433: 
,5005434: 
,5005435: 
,5005443: 
,5005444: 
,5005445: 
,6182882: 
,6218706: 
,6218707: 
,6218709: 
,6218710: 
,
2,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1,
,
,
,
1,
,
,
