piece,set_ID
,722: 
,733: 
,744: 
,820: 
,822: 
,830: 
,831: 
,832: 
,833: 
,834: 
,836: 
,837: 
,838: 
,839: 
,840: 
,841: 
,842: 
,843: 
,858: 
,1041: 
,1050: 
6,1062: 
,1075: 
,1076: 
,1101: 
,1102: 
,1103: 
,1104: 
,1105: 
,1106: 
,1107: 
,1108: 
,1110: 
,1111: 
1,1113: 
2,1114: 
,1115: 
,1120: 
,1122: 
,1123: 
,1125: 
Yes,1129: 
,1130: 
,1591: 
11,1592: 
1,1651: 
1,2053: 
1,2056: 
1,2620: 
1,2623: 
1,2625: 
1,2627: 
3,2630: 
2,2640: 
,2643: 
6,2645: 
5,2650: 
1,3602: 
1,3604: 
1,3605: 
1,3634: 
2,3665: 
,4306: 
,4307: 
,4336: 
1,5233: 
,6000: 
,6304: 
,6305: 
,6306: 
1,6363: 
2,6364: 
3,6375: 
8,6390: 
1,6609: 
1,6627: 
1,6647: 
1,6648: 
1,6678: 
1,6679: 
2,6690: 
1,6821: 
1,6841: 
1,6861: 
2,6901: 
4,6970: 
5,7710: 
3,7720: 
2,7730: 
10,7740: 
2,7750: 
2,7760: 
1,7810: 
2,7814: 
1,7816: 
2,7818: 
2,7820: 
3,7822: 
1,7834: 
,7850: 
,7851: 
14,7852: 
,7853: 
,7854: 
,7855: 
16,7856: 
,7857: 
12,7858: 
12,7859: 
24,7860: 
,7861: 
7,7863: 
,7864: 
,7865: 
,8857: 
,8858: 
,8860: 
,8888: 
,
