piece,set_ID
,1: 
,2: 
1,085: 
1,087: 
,88: 
3,089: 
,110: 
,111: 
,112: 
,113: 
,114: 
,162: 
2,163: 
,192: 
,198: 
,199: 
,213: 
,214: 
,215: 
,217: 
,218: 
,225: 
,245: 
,246: 
,276: 
,277: 
,296: 
2,371: 
,372: 
3,373: 
3,400: 
4,402: 
3,404: 
,456: 
,491: 
2,492: 
4,522: 
5,523: 
7,524: 
1,533: 
1,535: 
2,536: 
3,537: 
,618: 
1,619: 
,663: 
3,664: 
,698: 
1,699: 
,711: 
2,712: 
,727: 
,786: 
,787: 
,850: 
,851: 
,852: 
,853: 
,870: 
,871: 
,1109: 
,1112: 
,1119: 
,1121: 
,1124: 
,1150: 
,1151: 
,1152: 
,1575: 
,1580: 
