piece,set_ID
More,2159: 
More,2598: 
141,2928: 
,3191: 
,3191: 
,3192: 
12,3298: 
50,3299: 
7,3300: 
34,3301: 
26,3568: 
386,3569: 
199,3570: 
295,3825: 
445,3826: 
579,3827: 
400,3828: 
722,3829: 
1,4085: 
1,4105: 
More,4206: 
56,4415: 
65,4416: 
60,4417: 
55,4418: 
2,4496: 
209,4891: 
380,4892: 
360,4893: 
588,4894: 
611,4895: 
931,4896: 
28,4947: 
22,4948: 
24,4949: 
126,4960: 
30,4961: 
18,4962: 
8,4963: 
26,4964: 
65,4965: 
95,4966: 
14,4967: 
84,4968: 
4,4969: 
37,4971: 
18,5470: 
190,5475: 
233,5477: 
87,5480: 
128,5481: 
674,5482: 
692,5483: 
,5484: 
4,5485: 
,5485: 
,5485: 
,5485: 
,5485: 
,5485: 
,5491: 
121,5492: 
1800,5517: 
24,5965: 
22,5966: 
22,5967: 
,6092: 
,6092: 
198,6111: 
,6112: 
,6114: 
118,6205: 
212,6206: 
194,6207: 
435,6208: 
537,6209: 
781,6210: 
1367,6211: 
437,6212: 
500,6620: 
300,6638: 
16,6934: 
16,6935: 
20,6936: 
17,6937: 
312,7020: 
505,7021: 
,7215: 
22,7216: 
16,7217: 
7,7237: 
8,7261: 
464,7335: 
427,7336: 
50,7337: 
116,7338: 
110,7339: 
67,7545: 
72,7546: 
79,7548: 
130,7549: 
63,7554: 
57,7555: 
168,7577: 
149,7578: 
46,7579: 
41,7601: 
46,7602: 
33,7603: 
34,7604: 
47,7605: 
33,7606: 
29,7607: 
27,7608: 
27,7609: 
18,7610: 
164,7700: 
196,7701: 
197,7702: 
177,7703: 
215,7704: 
402,7705: 
365,7706: 
646,7707: 
69,7708: 
1448,7709: 
78,7711: 
287,7712: 
657,7713: 
21,7716: 
26,7717: 
26,7718: 
21,7719: 
92,7779: 
188,7780: 
386,7781: 
523,7782: 
1071,7783: 
1045,7784: 
860,7785: 
75,7790: 
120,7792: 
487,7793: 
,7794: 
1110,7795: 
30,7844: 
44,7846: 
60,7880: 
33,7881: 
13,7882: 
14,7883: 
118,7890: 
148,7891: 
382,7892: 
401,7893: 
4,7893: 
700,7894: 
8,7895: 
16,7896: 
501,7897: 
856,7898: 
199,7899: 
347,7900: 
26,7901: 
66,7902: 
249,7903: 
257,7904: 
721,7905: 
121,8281: 
200,8282: 
323,8283: 
872,8284: 
1877,8285: 
93,8287: 
800,8288: 
1035,8289: 
Yes,8369: 
577,8527: 
3,8528: 
7,8529: 
507,8624: 
179,8625: 
124,8626: 
44,8661: 
49,8662: 
42,8663: 
55,8664: 
52,8665: 
61,8666: 
79,8667: 
111,8668: 
113,8669: 
105,8670: 
559,8671: 
573,8672: 
189,8673: 
1246,8674: 
104,8675: 
58,8676: 
652,8681: 
724,8682: 
130,8701: 
112,8702: 
43,8703: 
40,8704: 
38,8705: 
44,8706: 
10,8719: 
21,8721: 
25,8722: 
27,8723: 
21,8724: 
22,8725: 
25,8726: 
46,8727: 
46,8728: 
54,8729: 
62,8730: 
46,8731: 
46,8732: 
196,8733: 
193,8734: 
281,8764: 
381,8813: 
152,8821: 
250,8822: 
431,8823: 
211,8892: 
373,8893: 
648,8894: 
41,8900: 
42,8901: 
41,8902: 
41,8903: 
41,8904: 
42,8905: 
61,9211: 
129,9212: 
20,9224: 
129,9240: 
