piece,set_ID
1,620: 
,2010: 
271,2824: 
43,3177: 
102,3178: 
118,3179: 
222,3180: 
309,3181: 
703,3182: 
278,3221: 
267,3222: 
118,3845: 
88,3846: 
95,3847: 
122,3848: 
204,3849: 
185,3850: 
280,3851: 
332,3862: 
73,4736: 
153,4737: 
442,4738: 
568,4840: 
646,4841: 
1290,4842: 
58,5497: 
71,5506: 
102,5507: 
704,5508: 
45,5509: 
201,5511: 
1600,5512: 
325,5529: 
81,5548: 
651,5549: 
60,5622: 
450,5623: 
4,5643: 
11,5644: 
9,5645: 
9,5646: 
12,5647: 
58,5648: 
68,5649: 
9,5650: 
10,5651: 
27,5652: 
48,5653: 
14,5654: 
21,5655: 
29,5656: 
18,5657: 
13,5658: 
39,5659: 
23,5691: 
11,5813: 
16,5814: 
32,5815: 
34,5816: 
52,5864: 
60,5865: 
149,5866: 
278,5867: 
416,5868: 
539,5891: 
539,5892: 
1061,5893: 
139,5898: 
134,5899: 
69,5981: 
188,5982: 
317,5983: 
391,5984: 
631,5985: 
19,7116: 
19,7117: 
21,7135: 
21,7136: 
15,7137: 
18,7138: 
156,7145: 
45,7147: 
50,7148: 
40,7156: 
47,7157: 
165,7158: 
390,7160: 
145,7162: 
17,7164: 
19,7165: 
19,7167: 
17,7168: 
19,7169: 
17,7170: 
89,7179: 
342,7206: 
306,7207: 
662,7208: 
388,7213: 
16,7566: 
21,7567: 
57,7569: 
169,7570: 
258,7571: 
506,7572: 
821,7573: 
92,7590: 
118,7591: 
205,7592: 
257,7593: 
502,7594: 
90,7595: 
370,7596: 
584,7597: 
225,7598: 
402,7599: 
256,7684: 
105,7688: 
129,7789: 
356,7848: 
142,7936: 
361,7937: 
669,7938: 
839,7939: 
933,7946: 
365,7947: 
194,7948: 
50,7949: 
61,7950: 
167,7952: 
22,7953: 
19,7955: 
69,7967: 
91,7968: 
68,7970: 
72,7971: 
608,8041: 
1123,8043: 
117,8045: 
152,8046: 
252,8047: 
314,8048: 
525,8049: 
467,8051: 
686,8052: 
1289,8053: 
68,8056: 
64,8057: 
144,8058: 
119,8059: 
197,8060: 
354,8061: 
23,8072: 
13,8073: 
476,8075: 
260,8076: 
473,8077: 
1007,8078: 
246,8079: 
364,8080: 
79,8083: 
74,8084: 
177,8085: 
268,8086: 
304,8087: 
396,8088: 
297,8089: 
176,8091: 
163,8092: 
175,8093: 
454,8095: 
592,8096: 
573,8097: 
1141,8098: 
423,8099: 
318,8128: 
815,8129: 
67,8188: 
183,8189: 
259,8190: 
381,8191: 
44,8192: 
50,8193: 
47,8194: 
43,8195: 
141,8196: 
142,8197: 
145,8198: 
135,8199: 
552,8211: 
801,8214: 
383,8403: 
864,8404: 
21,8409: 
22,8410: 
21,8411: 
14,8517: 
16,8518: 
20,8519: 
,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
1,8683: 
16,8683: 
,8683: 
,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
1,8684: 
16,8684: 
,8684: 
504,8863: 
961,8864: 
57,8896: 
191,8897: 
288,8898: 
354,8899: 
125,9091: 
,9207: 
,9217: 
822,9311: 
1490,9314: 
934,9333: 
,9334: 
1189,9335: 
884,9384: 
1207,9385: 
278,9386: 
1,9667: 
1,9668: 
1,9669: 
,9670: 
12,9688: 
1,9693: 
1,9694: 
817,9695: 
,9696: 
990,10155: 
1664,10210: 
2182,10211: 
2503,10212: 
1204,10213: 
4287,10214: 
676,10215: 
687,10216: 
63,20013: 
69,20014: 
89,20015: 
70,20016: 
52,20017: 
88,20018: 
560,21006: 
412,21100: 
31,30010: 
16,30011: 
34,30012: 
34,30013: 
47,30020: 
51,30021: 
31,30030: 
27,30031: 
35,30032: 
45,30033: 
39,30034: 
33,30035: 
42,30040: 
49,30041: 
36,30042: 
54,30050: 
4,30060: 
,30060: 
,30060: 
,30060: 
,30060: 
,30060: 
36,30061: 
31,30062: 
29,30070: 
37,30071: 
18,30072: 
23,30073: 
26,40004: 
81,40005: 
64,40008: 
85,40009: 
71,40010: 
52,40011: 
18,40012: 
18,40013: 
25,40014: 
,55000: 
55,55001: 
,66310: 
,66341: 
,66342: 
,66344: 
,66345: 
,66357: 
,66358: 
,66359: 
,66360: 
,66362: 
,66363: 
,66364: 
,66365: 
,66366: 
,66367: 
,66368: 
More,66373: 
Yes,66374: 
,66384: 
,852514: 
,852743: 
20,852769: 
,852771: 
,852774: 
,852775: 
,852776: 
,852777: 
,852778: 
,852779: 
,852780: 
,852781: 
,852782: 
,852783: 
,852786: 
,852810: 
,852815: 
,852820: 
,852836: 
,852837: 
,852838: 
,852839: 
,852840: 
,852841: 
,852842: 
,852843: 
,852844: 
,852845: 
,852847: 
,852848: 
,852849: 
,852850: 
,852856: 
,852858: 
,852862: 
,852863: 
,852889: 
,852890: 
,852906: 
,852907: 
,852911: 
,852912: 
,852914: 
,852920: 
36,852921: 
37,852922: 
,852939: 
,852940: 
,852941: 
,852942: 
,852944: 
,852945: 
,852946: 
,852947: 
,852948: 
,852949: 
,852950: 
,852954: 
,852955: 
,852956: 
,852957: 
,852958: 
,852960: 
,852979: 
,852980: 
,852981: 
,852982: 
,852983: 
,852984: 
,852985: 
,852986: 
,852987: 
,852988: 
,852990: 
15,852995: 
4,852996: 
,852997: 
,852998: 
,853036: 
,853037: 
,853038: 
,853039: 
,853040: 
,853397: 
,2000400: 
,2000401: 
,2000402: 
,2000403: 
,2000404: 
,2000406: 
,2000407: 
,2000408: 
4900,2000409: 
,2000411: 
,2000412: 
,2000413: 
214,2000414: 
,2000415: 
,2000417: 
,2000418: 
,2000419: 
,2000421: 
,2000422: 
,2000423: 
,2000427: 
,2000428: 
,2000429: 
,2853383: 
,2853588: 
1,2853590: 
1,2853835: 
1,2853944: 
,2854298: 
,2855028: 
More,2855040: 
,2855041: 
,2855044: 
,2855045: 
,2855046: 
,2855123: 
,2855124: 
,2855125: 
,2855127: 
,2855128: 
,2855129: 
,2855162: 
,2855163: 
,2855164: 
,2855167: 
,2856076: 
,2856080: 
,2856081: 
133,3300000: 
,4000000: 
,4586940: 
,4595400: 
,4599491: 
,4599517: 
,4599520: 
,4599521: 
,4620157: 
,4622058: 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
