piece,set_ID
2,1489: 
1,1513: 
,1515: 
1,1517: 
2,1518: 
,1521: 
,1522: 
,1616: 
1,1620: 
2,1621: 
,1625: 
,1626: 
,1627: 
,1628: 
,1640: 
6,1641: 
,1642: 
,1643: 
,1644: 
,1645: 
,1646: 
,1647: 
,1648: 
,1649: 
2,1653: 
,1661: 
2,1662: 
2,1663: 
,1681: 
1,1898: 
1,1899: 
,1923: 
1,1952: 
,1953: 
2,1973: 
,1974: 
1,1974: 
2,1974: 
1,1974: 
,2040: 
,2066: 
,2073: 
,2074: 
2,2424: 
4,2426: 
2,2430: 
1,2617: 
2,2643: 
2,2650: 
3,2651: 
3,2656: 
2,2657: 
4,2658: 
3,3647: 
2,3663: 
4,3676: 
,5007: 
,5037: 
,5038: 
,5039: 
,5040: 
,5041: 
,5077: 
,5079: 
,5080: 
,5081: 
,5082: 
,5083: 
,5084: 
,5085: 
,5095: 
,5096: 
1,5107: 
,5108: 
6,5109: 
,5182: 
,5183: 
,5184: 
,5186: 
,5187: 
,5188: 
,5189: 
,5190: 
,5192: 
,5193: 
,5194: 
,5195: 
,5196: 
,5197: 
,5198: 
,5251: 
,5253: 
,5254: 
,5256: 
,5264: 
,5265: 
,5266: 
8,6060: 
6,6077: 
,6200: 
1,6235: 
1,6245: 
5,6251: 
2,6255: 
3,6257: 
2,6260: 
3,6265: 
4,6270: 
4,6274: 
8,6276: 
8,6285: 
1,6355: 
4,6387: 
4,6388: 
2,6481: 
3,6482: 
1,6506: 
1,6507: 
1,6526: 
1,6527: 
1,6528: 
2,6591: 
1,6660: 
1,6661: 
1,6671: 
2,6781: 
1,6810: 
1,6831: 
1,6850: 
2,6886: 
2,6895: 
3,6955: 
3,6986: 
,8024: 
,8034: 
,8044: 
,8054: 
,8835: 
,8854: 
,8862: 
,9154: 
