piece,set_ID
16,1386: 
18,3125: 
9,3194: 
9,3195: 
9,3196: 
374,3578: 
114,3579: 
,4033: 
,4034: 
,4035: 
,4036: 
9,4037: 
139,4296: 
28,4308: 
31,4309: 
24,4310: 
50,4335: 
Yes,4346: 
,4346: 
Yes,4347: 
,4347: 
Yes,4348: 
,4348: 
Yes,4349: 
,4349: 
506,4406: 
301,4407: 
202,4408: 
500,4410: 
1200,4411: 
200,4412: 
500,4414: 
2000,4425: 
87,4492: 
55,4493: 
82,4494: 
63,4495: 
Yes,4496: 
1000,4497: 
214,4500: 
193,4501: 
563,4502: 
985,4504: 
168,4505: 
352,4506: 
726,4507: 
784,4508: 
,4509: 
800,4518: 
200,4538: 
400,4562: 
24,4666: 
29,4667: 
61,4668: 
52,4669: 
,4676: 
,4677: 
,4678: 
,4679: 
3,4680: 
18,4681: 
5,4683: 
4,4684: 
10,4685: 
50,4686: 
8,4687: 
22,4688: 
60,4689: 
29,4690: 
61,4691: 
2,4692: 
5,4693: 
37,4694: 
58,4695: 
400,4696: 
58,4742: 
108,4743: 
141,4744: 
258,4745: 
426,4746: 
436,4748: 
36,4750: 
109,4751: 
156,4752: 
188,4753: 
302,4754: 
243,4755: 
444,4756: 
944,4757: 
389,4758: 
127,4759: 
19,4775: 
63,4776: 
164,4777: 
73,4853: 
174,4854: 
299,4855: 
486,4856: 
237,4857: 
55,4858: 
130,4860: 
667,4886: 
100,4908: 
335,4924: 
90,5350: 
90,5351: 
,5352: 
139,5353: 
80,5354: 
20,5355: 
50,5356: 
75,5357: 
100,5358: 
26,5359: 
40,5385: 
,5436: 
,5453: 
,5454: 
,5455: 
,5458: 
113,5513: 
73,5877: 
203,5940: 
179,5941: 
102,5942: 
96,5943: 
31,5944: 
41,6963: 
25,6964: 
32,6965: 
36,7042: 
69,7043: 
205,7044: 
274,7045: 
269,7046: 
367,7047: 
22,7070: 
24,7071: 
36,7072: 
61,7073: 
76,7074: 
131,7075: 
4,7080: 
9,7081: 
4,7082: 
1,7099: 
28,7209: 
33,7210: 
125,7214: 
26,7218: 
34,7219: 
19,7220: 
412,7262: 
4,7290: 
21,7330: 
10,7331: 
29,7332: 
39,7333: 
2,7349: 
,7349: 
,7349: 
1,7442: 
1,7443: 
1,7444: 
1,7445: 
11,7495: 
10,7496: 
15,7504: 
16,7505: 
9,7506: 
48,7514: 
48,7515: 
52,7516: 
18,7524: 
Yes,7525: 
27,7526: 
69,7528: 
72,7529: 
70,7530: 
150,7531: 
115,7532: 
,7575: 
29,7910: 
34,7911: 
26,7912: 
Yes,7917: 
Yes,7918: 
Yes,7919: 
Yes,7920: 
Yes,7921: 
Yes,7922: 
Yes,7923: 
Yes,7924: 
Yes,7925: 
Yes,7926: 
,7927: 
Yes,7928: 
20,8026: 
113,8362: 
Yes,8369: 
242,8375: 
65,8378: 
83,8380: 
94,8381: 
67,8382: 
70,8383: 
76,8384: 
81,8385: 
738,8386: 
34,8389: 
215,8433: 
445,8434: 
763,8435: 
1027,8436: 
582,8439: 
Yes,8601: 
,8601: 
46,8602: 
49,8603: 
44,8604: 
46,8605: 
48,8606: 
27,8607: 
27,8608: 
27,8609: 
27,8610: 
27,8611: 
30,8612: 
4,8613: 
32,8614: 
32,8615: 
32,8616: 
32,8617: 
32,8618: 
32,8619: 
180,8621: 
170,8622: 
214,8623: 
,8711: 
42,8770: 
45,8771: 
46,8772: 
46,8773: 
48,8774: 
42,8777: 
177,8778: 
312,8779: 
442,8780: 
637,8781: 
46,8782: 
49,8783: 
50,8784: 
50,8785: 
52,8786: 
44,8790: 
178,8799: 
192,8800: 
44,8809: 
215,8811: 
94,9040: 
153,9089: 
50,9132: 
215,9230: 
270,9274: 
112,9540: 
101,9541: 
132,9542: 
,9761: 
,9889: 
3,9911: 
70,10081: 
70,10082: 
70,10083: 
50,10116: 
50,10117: 
50,10118: 
682,10131: 
708,10132: 
1473,10134: 
283,10135: 
62,10145: 
63,10146: 
62,10147: 
42,10148: 
42,10149: 
42,10150: 
421,10151: 
988,10152: 
105,10156: 
143,10157: 
161,10158: 
928,10159: 
48,10160: 
76,10161: 
48,10162: 
76,10163: 
27,10165: 
180,10167: 
564,10202: 
,65409: 
,65410: 
,65411: 
,65412: 
,65413: 
,65414: 
,65415: 
,65416: 
,65417: 
,65419: 
,65459: 
,65460: 
,65461: 
,65462: 
,65463: 
,65466: 
,65467: 
,65468: 
,65486: 
,65487: 
,65488: 
,65503: 
,65504: 
,65514: 
,65515: 
,65516: 
,65517: 
,65518: 
,65524: 
,65527: 
219,65535: 
,65537: 
,65542: 
,65543: 
,65544: 
,65545: 
,65546: 
,65547: 
,65548: 
,65549: 
,65572: 
,65574: 
,65575: 
,65576: 
,65577: 
,65579: 
,65580: 
,65707: 
,65708: 
,65748: 
,65749: 
,65750: 
,65780: 
,65801: 
,66173: 
,850352: 
,850356: 
35,850606: 
,850687: 
,850707: 
,851009: 
,851010: 
,851014: 
,851037: 
,851039: 
,851044: 
,851056: 
,851098: 
,4212838: 
,4212847: 
,4212850: 
,4212852: 
,4215789: 
,4226751: 
,4227842: 
,4228196: 
,4228206: 
,4229459: 
,4229482: 
,4233620: 
,4237176: 
,4243694: 
,4250348: 
,4255959: 
,4260543: 
,4260545: 
,4260547: 
,4262662: 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
