piece,set_ID
48,1086: 
27,1177: 
7,1196: 
26,1197: 
81,1198: 
129,1199: 
10,1261: 
27,1263: 
26,1264: 
23,1272: 
20,1273: 
1,1278: 
1,1279: 
1,1280: 
1,1281: 
23,1282: 
20,1283: 
23,1284: 
23,1285: 
22,1286: 
15,1287: 
24,1288: 
22,1289: 
35,1290: 
32,1291: 
33,1292: 
25,1293: 
31,1294: 
30,1295: 
30,1296: 
34,1297: 
442,1349: 
50,1450: 
,1515: 
,1516: 
,1517: 
,1518: 
,1519: 
,1520: 
,1522: 
,1523: 
,1524: 
,1525: 
,2027: 
,2028: 
,2029: 
,2030: 
,2077: 
18,2155: 
17,2156: 
16,2157: 
10,2158: 
70,2225: 
240,2250: 
11,2297: 
88,2332: 
31,2400: 
,2468: 
30,2477: 
,2503: 
,2514: 
,2517: 
1,2522: 
,2524: 
1,2526: 
1,2587: 
1,2589: 
2,2591: 
2,2592: 
1,2593: 
2,2594: 
,2707: 
,2708: 
8,2709: 
,2710: 
,2722: 
,2751: 
49,2797: 
90,2799: 
15,2825: 
38,2827: 
11,2904: 
18,2909: 
1,2912: 
29,2913: 
44,2914: 
31,2916: 
10,2931: 
29,2932: 
75,2933: 
40,2936: 
9,2937: 
14,2938: 
73,2942: 
37,2967: 
48,2968: 
44,2989: 
33,2990: 
49,3048: 
78,3049: 
,3057: 
,3058: 
,3059: 
142,3099: 
167,3148: 
265,3149: 
35,3150: 
65,3151: 
81,3152: 
1,3155: 
,3156: 
,3157: 
1,3158: 
41,3159: 
90,3336: 
32,3340: 
22,3341: 
22,3342: 
30,3343: 
9,3344: 
21,3345: 
22,3346: 
8,3347: 
23,3348: 
26,3349: 
24,3350: 
21,3351: 
2,3401: 
2,3401: 
62,3402: 
81,3403: 
6,3404: 
131,3405: 
133,3406: 
,3406: 
133,3407: 
222,3408: 
294,3409: 
49,3410: 
131,3411: 
24,3412: 
27,3413: 
24,3414: 
107,3439: 
2427,3443: 
25,3444: 
25,3445: 
,3446: 
25,3447: 
,3448: 
10,3449: 
2882,3450: 
100,3453: 
100,3454: 
100,3455: 
100,3456: 
100,3457: 
50,3458: 
50,3459: 
50,3460: 
50,3461: 
50,3462: 
25,3463: 
25,3464: 
25,3465: 
25,3466: 
25,3467: 
50,3468: 
50,3469: 
50,3470: 
50,3471: 
50,3472: 
50,3473: 
50,3474: 
50,3475: 
50,3476: 
50,3477: 
25,3478: 
25,3479: 
25,3480: 
25,3481: 
25,3482: 
100,3483: 
100,3484: 
100,3485: 
50,3486: 
50,3487: 
50,3488: 
25,3489: 
25,3490: 
25,3491: 
100,3492: 
100,3493: 
100,3494: 
100,3495: 
100,3496: 
50,3497: 
50,3498: 
25,3499: 
1849,3723: 
100,3725: 
100,3726: 
100,3727: 
50,3729: 
50,3730: 
87,3731: 
24,3732: 
20,3733: 
20,3734: 
20,3735: 
20,3736: 
15,3737: 
10,3738: 
45,3801: 
20,3900: 
,3911: 
,3912: 
,3913: 
,3914: 
,3915: 
,3916: 
,3922: 
,3923: 
,3952: 
,3953: 
,3961: 
,4006: 
,4007: 
201,4122: 
26,4164: 
82,4165: 
88,4166: 
119,4167: 
104,4178: 
256,4249: 
,4287: 
,4366: 
,4367: 
,4368: 
,4369: 
,4370: 
,4371: 
,4372: 
,4373: 
15,4801: 
28,4806: 
24,4807: 
15,4811: 
50,4816: 
38,4817: 
11,4818: 
49,4819: 
49,4824: 
69,4839: 
19,5206: 
147,5218: 
28,5219: 
221,5220: 
55,5221: 
137,5222: 
,5712: 
,5713: 
,5714: 
,5715: 
,5716: 
,5719: 
,5723: 
,5724: 
,5725: 
36,5823: 
66,5824: 
54,5825: 
79,5826: 
83,5827: 
23,5903: 
28,5904: 
22,5911: 
19,5912: 
21,5913: 
21,5914: 
50,5920: 
57,5921: 
88,5934: 
205,5935: 
185,5955: 
321,5975: 
617,5987: 
21,6026: 
56,6032: 
529,6091: 
103,6094: 
101,6095: 
313,6096: 
529,6098: 
35,6423: 
25,6470: 
30,6471: 
52,6474: 
114,6477: 
237,6478: 
47,6519: 
218,6520: 
78,6569: 
,6570: 
121,6573: 
441,6575: 
,6576: 
21,6577: 
1,6578: 
43,6579: 
56,6586: 
317,6600: 
78,6602: 
147,6616: 
383,6617: 
23,6618: 
20,6619: 
20,6626: 
23,6707: 
291,6713: 
80,6714: 
55,7104: 
77,7115: 
106,7124: 
125,7134: 
166,7144: 
158,7155: 
292,7159: 
338,7180: 
703,7181: 
470,7184: 
663,7190: 
1300,7191: 
107,7975: 
223,8000: 
363,8001: 
558,8002: 
35,8003: 
32,8004: 
34,8005: 
25,8006: 
60,8236: 
115,8237: 
202,8238: 
449,8279: 
2,8300: 
192,8305: 
392,8307: 
979,8457: 
1431,8458: 
45,8509: 
35,8510: 
44,8511: 
37,8512: 
46,8513: 
32,8514: 
,8515: 
125,8516: 
44,8521: 
35,8522: 
88,8523: 
7,9023: 
258,9534: 
,9647: 
,9704: 
388,9723: 
138,9731: 
155,9736: 
,9739: 
578,9754: 
,9787: 
,9872: 
,9917: 
,926097: 
,
,
More,
,
More,
