name,price,set_ID,rating
Promotional Set No. 1 (Kraft Velveeta),"74,$1.00 ,1.4c,Box,Promotional,Normal",1: ,3.0
Promotional Set No. 2 (Kraft Velveeta),"141,$2.00 ,1.4c,Box,Promotional,Normal",2: ,3.0
Promotional Set No. 3 (Kraft Velveeta),"300,$5.00 ,1.7c,Box,Promotional,Normal",3: ,3.0
Promotional Set No. 4 with Carrying Case (Kraft Velveeta),"321,$10.00 ,3.1c,Box,Promotional,Normal",4: ,3.0
Promotional Set No. 5 (Kraft Velveeta),"156,$2.00 ,1.3c,Box,Promotional,Normal",5: ,3.0
Discovery Set,"328,$9.95 ,3.0c,Box,Retail - limited,Normal",005: ,3.0
Promotional Set No. 6 (Kraft Velveeta),"101,$2.00 ,2.0c,Box,LEGO exclusive,Normal",6: ,3.0
Promotional Set No. 7 Carrying Case (Kraft Velveeta),"1,$3.75 ,375.0c,Box,Promotional,Normal",7: ,3.0
Basic Building Set with Train,,080: ,3.0
Ambassador Set,"562,$25.00 ,4.4c,Box,Retail - limited,Normal",080: ,3.0
Starter Train Set with Motor,,116: ,3.0
Locomotive without Motor,,117: ,3.0
Switch Track - 1 Right and 1 Left,"4,$2.00 ,50.0c,Normal",154: ,3.0
"2 Cross Rails, 8 Straight Tracks, 4 Base Plates","14,$2.00 ,14.3c,Normal",155: ,3.0
Idea Book,,240: ,3.0
Explorer Set,"244,$4.97 ,2.0c,Box,Retail,Normal",244: ,3.0
Biplane,,328: ,3.0
Antique Car,,329: ,3.0
Dump Truck,,331: ,3.0
Tow Truck,,332: ,3.0
Delivery Truck,,333: ,3.0
Truck with Flatbed,,334: ,3.0
Transport Truck,,335: ,3.0
Transport Truck,,335: ,3.0
Motorized Truck Set,"325,$12.99 ,4.0c,Box,Retail - limited,Normal",371: ,3.0
Train Couplers and Wheels (The Building Toy),,403: ,
Wheels for Motor (The Building Toy),,404: ,
Wheels for the Motor (System),,404: ,
"Gates and Fence, Red (System)",,494: ,
LoveLand Carrying Case (empty),,501: ,
Designer Set,"536,$9.99 ,1.9c,Box,Retail - limited,Normal",536: ,
"Wooden Storage Box Large, Empty",,701: ,
"Lockable Storage Box, Empty",,890: ,
335 Piece Basic Set,"335,$6.99 ,2.1c,Box,Other",,
