name,price,set_ID,rating
"LEGO Town Plan Board, UK / Australian Cardboard Version",,200: ,
2 x 4 Plates (cardboard box version),,518: ,
2 x 4 Plates (architectural hobby und modelbau version),,518: ,
2 x 3 Plates (cardboard box version),,519: ,
2 x 3 Plates (architectural hobby und modelbau version),,519: ,
2 x 2 Plates (cardboard box version),,520: ,
2 x 2 Plates (architectural hobby und modelbau version),,520: ,
1 x 1 and 1 x 2 Plates (cardboard box version),,521: ,
1 x 1 and 1 x 2 Plates (architectural hobby und modelbau version),,521: ,
Small Basic Set (Canister),,704: ,
Medium Basic Set (Canister),,706: ,
Wooden Storage Box with Contents,,710: ,
Large Basic Set (Canister),,710: ,
Hobby and Model Box,,750: ,
Hobby and Model Box,,751: ,
Hobby and Model Box,,752: ,
"Town Plan - UK, Cardboard box",,810: ,
2 x 8 Plates,,,
