name,price,set_ID,rating
Assembly Square,"$279.99, 239.99€ | ,7.0c, 6.0c,Box,Retail - limited,USA: Jan 17, UK/EU: Nov 16,Normal",10255: ,5.0
Taj Mahal,"$369.99, 329.99€ | ,6.2c, 5.6c,Box,LEGO exclusive,USA: Dec 17, UK/EU: Dec 17,Normal",10256: ,5.0
Carousel,"$199.99, 179.99€ | ,7.5c, 6.7c,Box,LEGO exclusive,USA: Jun 17, UK/EU: Jun 17,Normal",10257: ,5.0
London Bus,"$139.99, 119.99€ | ,8.3c, 7.1c,Box,LEGO exclusive,USA: Aug 17, UK/EU: Aug 17,Normal",10258: ,5.0
Winter Village Station,"$79.99, 69.99€ | ,8.9c, 7.8c,Box,LEGO exclusive,USA: Oct 17, UK/EU: Oct 17,Normal",10259: ,5.0
Creative Builder Box,"24.99€ | ,5.0c,UK/EU: Dec 16,Normal",10703: ,5.0
Creative Box,"34.99€ | ,3.9c,UK/EU: Dec 16,Normal",10704: ,5.0
Blue Creative Box,"$4.99, 4.99€ | ,6.4c, 6.4c,USA: Feb 17, UK/EU: Dec 16,Normal",10706: ,5.0
Red Creative Box,"$4.99, 3.49€ | ,9.1c, 6.3c,Box,USA: Feb 17, UK/EU: Dec 16,Normal",10707: ,5.0
Green Creative Box,"$4.99, 4.99€ | ,7.6c, 7.6c,USA: Feb 17, UK/EU: Dec 16,Normal",10708: ,5.0
Orange Creative Box,"$4.99, 4.99€ | ,8.3c, 8.3c,USA: Feb 17, UK/EU: Dec 16,Normal",10709: ,5.0
Lightning McQueen Speed Launcher,"$9.99, 9.99€ | ,21.3c, 21.3c,Box,Retail,USA: May 17, UK/EU: May 17,Normal",10730: ,5.0
Cruz Ramirez Race Simulator,"$9.99, 9.99€ | ,16.9c, 16.9c,Box,Retail,USA: May 17, UK/EU: May 17,Normal",10731: ,5.0
Guido and Luigi's Pit Stop,"$9.99, 9.99€ | ,13.3c, 13.3c,Box,Retail,USA: May 17, UK/EU: May 17,Normal",10732: ,5.0
Mater's Junkyard,"$9.99, 9.99€ | ,16.1c, 16.1c,Box,Retail,USA: May 17, UK/EU: May 17,Normal",10733: ,5.0
Demolition Site,"$29.99, 29.99€ | ,17.1c, 17.1c,Box,Retail,USA: Nov 16, UK/EU: Dec 16,Normal",10734: ,5.0
Police Truck Chase,"$19.99, 19.99€ | ,22.2c, 22.2c,Box,Retail,USA: Nov 16, UK/EU: Dec 16,Normal",10735: ,5.0
Anna and Elsa's Frozen Playground,"$24.99, 24.99€ | ,26.6c, 26.6c,Box,Retail,USA: Jan 17, UK/EU: Dec 16,Normal",10736: ,5.0
Batman vs. Mr. Freeze,"$14.99, 14.99€ | ,23.8c, 23.8c,Box,Retail,USA: Jan 17, UK/EU: Dec 16,Normal",10737: ,5.0
Snow White's Forest Cottage,"$14.99, 14.99€ | ,22.4c, 22.4c,Box,Retail,USA: Aug 17, UK/EU: Aug 17,Normal",10738: ,5.0
Shark Attack,"$19.99, 19.99€ | ,18.5c, 18.5c,Box,Retail,USA: Aug 17, UK/EU: Aug 17,Normal",10739: ,5.0
Fire Patrol Suitcase,"$19.99, 19.99€ | ,18.2c, 18.2c,Box,Retail,USA: Nov 16, UK/EU: Dec 16,Normal",10740: ,5.0
Willy's Butte Speed Training,"$19.99, 19.99€ | ,21.0c, 21.0c,Box,Retail,USA: May 17, UK/EU: May 17,Normal",10742: ,5.0
Smokey's Garage,"$19.99, 24.99€ | ,17.2c, 21.5c,Box,Retail,USA: May 17, UK/EU: May 17,Normal",10743: ,5.0
Thunder Hollow Crazy 8 Race,"$34.99, 39.99€ | ,18.3c, 20.9c,Box,Retail,USA: May 17, UK/EU: May 17,Normal",10744: ,5.0
Florida 500 Final Race,"$49.99, 49.99€ | ,18.8c, 18.8c,Box,Retail,USA: Aug 17, UK/EU: Aug 17,Normal",10745: ,5.0
Mia's Farm Suitcase,"$19.99, 19.99€ | ,20.0c, 20.0c,Other,Retail,USA: Jan 17, UK/EU: Dec 16,Normal",10746: ,5.0
Andrea and Stephanie's Beach Holiday,"$29.99, 29.99€ | ,21.0c, 21.0c,Box,Retail,USA: Jan 17, UK/EU: Dec 16,Normal",10747: ,5.0
Batwing Adventure,"$29.99, 29.99€ | ,107.1c, 107.1c,USA: Jan 17, UK/EU: Dec 16,Normal",10823: ,5.0
Birthday Party,"$14.99, 10.49€ | ,78.9c, 55.2c,USA: Jan 17, UK/EU: Dec 16,Normal",10832: ,5.0
Nursery School,"$19.99, 13.99€ | ,51.3c, 35.9c,USA: Jan 17, UK/EU: Dec 16,Normal",10833: ,5.0
Pizzeria,"$29.99, 29.99€ | ,52.6c, 52.6c,Box,Retail,USA: Jan 17, UK/EU: Nov 16,Normal",10834: ,5.0
Family House,"$39.99, 39.99€ | ,58.0c, 58.0c,USA: Jan 17, UK/EU: Dec 16,Normal",10835: ,5.0
Neighborhood,"$59.99, 59.99€ | ,61.2c, 61.2c,USA: Jan 17, UK/EU: Dec 16,Normal",10836: ,5.0
