name,price,set_ID,rating
Helicopter,,390: ,5.0
Police Car,,391: ,5.0
Fire Engine,,392: ,5.0
Tow Truck,,393: ,5.0
Extra Bricks Red,"120,$4.75 ,4.0c,Normal",800: ,5.0
Extra Bricks Blue,"82,$4.75 ,5.8c,Normal",801: ,5.0
Extra Bricks White,"30,$4.75 ,15.8c,Normal",802: ,5.0
Extra Bricks Yellow,"62,$4.75 ,7.7c,Normal",803: ,5.0
Extra Bricks Black,"62,$4.75 ,7.7c,Normal",804: ,5.0
Extra Bricks Grey,"62,$4.75 ,7.7c,Normal",805: ,5.0
Extra Plates Blue,,806: ,5.0
Extra Plates Red,,807: ,5.0
Wheels and Tyres,,808: ,5.0
Doors and Windows,,809: ,5.0
"Red Roof Bricks, Steep Pitch",,811: ,5.0
"Red Roof Bricks, Shallow Pitch",,812: ,5.0
"Baseplate, Green","1,$4.50 ,450.0c,Normal",813: ,5.0
"Baseplates, Green, Red and Yellow","3,$3.90 ,130.0c,Normal",814: ,5.0
"Baseplate, Grey","1,$7.50 ,750.0c,Shrink-wrapped,Retail,Normal",815: ,5.0
"Lighting Bricks, 4.5V","18,$9.50 ,52.8c,Normal",816: ,5.0
Mosaic Set,"191,$46.75 ,24.5c,Normal",1000: ,5.0
"Mosaic Set (Pets: dogs, cats, hens, rabbits)","80,$29.15 ,36.4c,Normal",1014: ,5.0
Mosaic Set (Lion),"20,$8.25 ,41.3c,Normal",1019: ,5.0
Basic Bricks - 90 elements,,1020: ,5.0
Basic Vehicles - 78 elements,,1021: ,5.0
Mini Basic Bricks - 29 elements,,1022: ,4.0
Giant Red Baseplate,,1023: ,4.0
6 x 12 Base Bricks,,1028: ,4.0
Manual Control Set 1,,1039: ,4.0
Farm Set,,1040: ,4.0
Harbour,,1041: ,4.0
Community People,,1042: ,4.0
Farm Animals Set,,1043: ,4.0
Community Vehicles,,1044: ,4.0
Industrial Elements,,1045: ,4.0
Train Set,,1046: ,4.0
Extra Track,,1047: ,4.0
Bridge and Crossing Tracks,,1048: ,4.0
Basic Pack,,1050: ,4.0
Bricks 2 x 2 and 2 x 4,,1071: ,4.0
Supplementary Pack,,1083: ,4.0
Technic Control 1,"404,$140.00 ,34.7c,Normal",1090: ,4.0
Technic Control II,"463,$191.00 ,41.3c,Normal",1092: ,4.0
Interface A,,1093: ,4.0
Replacement Space Siren,,1179: ,4.0
Optosensors (4.5V) and Discs,,1343: ,4.0
Car Building Set,,1503: ,4.0
House Building Set,,1504: ,4.0
House and Car Building Sets,,1505: ,4.0
Town Value Pack,,1506: ,4.0
Special Two-Set Space Pack,,1507: ,4.0
Basic Building Set,,1511: ,4.0
Basic Building Set,,1523: ,4.0
Basic Building Set,,1524: ,4.0
LEGO Container Lorry,,1525: ,4.0
 Unknown,,1526: ,4.0
Dragster,,1528: ,4.0
Silja Line Ferry,,1554: ,4.0
Santa Claus,"$1.00 ,5.3c,Polybag,Retail - limited,Normal",1555: ,4.0
Christmas Hearts,,1556: ,4.0
Scooter,,1557: ,4.0
Mobile Command Trailer,,1558: ,4.0
Fabuland Character Polybag,,1570: ,4.0
Super Tow Truck,,1572: ,4.0
Lunar Scout,,1580: ,4.0
"Breakdown Assistance, Touring Club Schweiz Edition",,1589: ,4.0
