name,price,set_ID,rating
Bulk Bucket,,1086: ,5.0
Santa's Truck,,1177: ,5.0
Telekom Race Cyclist,,1196: ,5.0
Telekom Race Cyclist and Television Motorbike,,1197: ,5.0
Telekom Race Cyclists and Service Crew,,1198: ,5.0
Telekom Race Cyclists and Winners' Podium,,1199: ,5.0
Tea With Bumble Bee,"$5.00 ,50.0c,Promotional (Airline),Normal",1261: ,5.0
Easter Bunny,"$3.00 ,11.1c,Polybag,Promotional,Normal",1263: ,5.0
Easter Chicks,,1264: ,5.0
Blue Racer,"$3.95 ,17.2c,Box,Promotional,Normal",1272: ,5.0
Red Four Wheel Driver,,1273: ,5.0
Jones and Baby Tyranno,,1278: ,5.0
Cunningham's Dinofinder,,1279: ,5.0
Dr. Kilroy's Microcopter,,1280: ,5.0
Mike's Dinohunter,,1281: ,5.0
Blue Racer,,1282: ,5.0
Red Four Wheel Driver,,1283: ,5.0
Green Buggy,,1284: ,5.0
Yellow Tiger,,1285: ,5.0
King Leo's Spear Cart,,1286: ,5.0
Richard's Arrowseat,,1287: ,5.0
Bull's Fire Attacker,,1288: ,5.0
Weezil's Stone Bomber,,1289: ,5.0
Lava Buggy,,1290: ,5.0
Power Bike,,1291: ,5.0
Frost Flyer,,1292: ,3.9
Swamp Craft,,1293: ,3.9
Fire Helicopter,,1294: ,3.9
Water Rider,,1295: ,3.9
Land Scooper,,1296: ,3.9
Speed Patroller,,1297: ,3.9
Steven Spielberg Moviemaker Set,"$180.00 ,40.7c,Box,Retail,Normal",1349: ,3.9
DUPLO Bucket,,1450: ,3.9
Classic Pen Series 1,,1515: ,3.9
Decoder Pen Series 1,,1516: ,3.9
Hieroglyph Pen Series 1,,1517: ,3.9
Race Pen Series 1,,1518: ,3.9
Sport Pen Series 1,,1519: ,3.9
Adventure Pen Series 1,,1520: ,3.9
Soccer Pen Series 2,,1522: ,3.9
Arctic Pen Series 2,,1523: ,3.9
Dino Island Pen Series 2,,1524: ,3.9
World Pen Series 2,,1525: ,3.9
Pen Pack Alpha,,2027: ,3.9
Pen Pack Classic,"$3.00 ,Gear",2028: ,3.9
