name,price,set_ID,rating
Heart,,2009: ,5.0
Knights' Kingdom Board Game,,3592: ,5.0
Bob's Workshop,"$14.99 | ,107.1c,USA: May 09, UK/EU: Mar 09,Normal",3594: ,5.0
Scoop at Bobland Bay,"$19.99 | ,71.4c,USA: May 09, UK/EU: Mar 09,Normal",3595: ,5.0
Muck Can Do It,"$29.99 | ,76.9c,USA: Jun 09, UK/EU: Mar 09,Normal",3596: ,5.0
Lofty and Dizzy Hard At Work,"$39.99 | ,78.4c,USA: May 09, UK/EU: Mar 09,Normal",3597: ,5.0
Krusty Krab Adventures,"$24.99 | ,12.0c,Box,Retail,USA: Dec 08, UK/EU: Dec 08,Normal",3833: ,5.0
Good Neighbours at Bikini Bottom,"$39.99 | ,9.4c,Box,Retail,USA: Dec 08, UK/EU: Dec 08,Normal",3834: ,5.0
Robo Champ,"$4.99 | ,4.2c,Box,Retail,USA: Jun 10, UK/EU: Jul 09,Normal",3835: ,5.0
Magikus ,"$9.99 | ,9.3c,Box,Retail,USA: Jun 10, UK/EU: Jul 09,Normal",3836: ,5.0
Monster 4,"$14.99 | ,10.6c,Box,Retail,USA: Mar 10, UK/EU: Jul 09,Normal",3837: ,5.0
Lava Dragon ,"$14.99 | ,11.4c,Box,Retail,USA: Mar 10, UK/EU: Jul 09,Normal",3838: ,5.0
Race 3000,"$9.99 | ,6.0c,Box,Retail,USA: Jun 10, UK/EU: Jul 09,Normal",3839: ,5.0
Pirate Code,"$9.99 | ,3.7c,Box,Retail,USA: Mar 10, UK/EU: Jul 09,Normal",3840: ,5.0
Minotaurus,"$24.99 | ,11.8c,Box,Retail,USA: Mar 10, UK/EU: Jul 09,Normal",3841: ,5.0
Lunar Command ,,3842: ,5.0
Ramses Pyramid ,"$9.99 | ,4.6c,Box,Retail,USA: Jun 10, UK/EU: Jul 09,Normal",3843: ,5.0
Creationary ,"$34.99 | ,10.4c,Box,Retail,USA: Mar 10, UK/EU: Jul 09,Normal",3844: ,5.0
Tractor,,4899: ,5.0
Fun With Duplo Bricks,"$29.99 | ,33.3c,USA: May 09, UK/EU: Jun 09,Normal",5486: ,5.0
