name,price,set_ID,rating
Brick Bank,"$169.99, 149.99€ | ,7.1c, 6.3c,Box,Retail - limited,USA: Jan 16, UK/EU: Jan 16,Normal",10251: ,4.7
Volkswagen Beetle,"$99.99, 89.99€ | ,8.6c, 7.7c,Box,LEGO exclusive,USA: Aug 16, UK/EU: Aug 16,Normal",10252: ,4.7
Big Ben,"$249.99, 219.99€ | ,6.0c, 5.3c,Box,LEGO exclusive,USA: Jul 16, UK/EU: Jul 16,Normal",10253: ,4.7
Winter Holiday Train,"$99.99, 89.99€ | ,13.6c, 12.3c,Box,Retail - limited,USA: Oct 16, UK/EU: Oct 16,Normal",10254: ,4.7
XL Creative Brick Box,"59.99€ | ,3.7c,UK/EU: Oct 16,Normal",10654: ,4.7
Creative Building Set,"$29.99, 24.99€ | ,5.1c, 4.3c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10702: ,4.7
Creative Building Basket,"$59.99, 39.99€ | ,6.0c, 4.0c,Box,USA: Jun 16, UK/EU: Jun 16,Normal",10705: ,4.7
Police Helicopter Chase,"$9.99, 9.99€ | ,15.9c, 15.9c,Box,Retail,USA: Mar 16, UK/EU: Jan 16,Normal",10720: ,4.7
Iron Man vs. Loki,"$12.99, 12.99€ | ,19.7c, 19.7c,Box,Retail,USA: Mar 16, UK/EU: Jan 16,Normal",10721: ,4.7
Snake Showdown,"$14.99, 14.99€ | ,16.3c, 16.3c,Box,Retail,USA: Mar 16, UK/EU: Jan 16,Normal",10722: ,4.7
Ariel's Dolphin Carriage,"$14.99, 13.49€ | ,21.4c, 19.3c,Box,Retail,USA: Mar 16, UK/EU: Jan 16,Normal",10723: ,4.7
Batman & Superman vs. Lex Luthor,"$19.99, 19.99€ | ,12.2c, 12.2c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10724: ,4.7
Lost Temple,"$29.99, 34.99€ | ,17.4c, 20.3c,Box,Retail,USA: Mar 16, UK/EU: Jan 16,Normal",10725: ,4.7
Stephanie's Horse Carriage,"$12.99, 9.99€ | ,22.4c, 17.2c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10726: ,4.7
Emma's Ice Cream Truck,"$19.99, 19.99€ | ,14.7c, 14.7c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10727: ,4.7
Mia's Vet Clinic,"$29.99, 29.99€ | ,17.3c, 17.3c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10728: ,4.7
Cinderella's Carriage,"$24.99, 24.99€ | ,21.5c, 21.5c,Box,Retail,USA: Mar 16, UK/EU: Jan 16,Normal",10729: ,4.7
Baby Animals,"$9.99, 9.99€ | ,76.8c, 76.8c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10801: ,4.7
Savanna,"$19.99, 19.99€ | ,111.1c, 111.1c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10802: ,4.7
Arctic,"$29.99, 29.99€ | ,75.0c, 75.0c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10803: ,4.7
Jungle,"$49.99, 49.99€ | ,58.1c, 58.1c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10804: ,4.7
Around the World,"$99.99, 99.99€ | ,61.3c, 61.3c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10805: ,4.7
Horses,"$14.99, 14.99€ | ,75.0c, 75.0c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10806: ,4.7
Horse Trailer,"$19.99, 19.99€ | ,133.3c, 133.3c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10807: ,4.7
Little Plane,"$9.99, 9.99€ | ,76.8c, 76.8c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10808: ,4.7
Police Patrol,"$14.99, 10.49€ | ,99.9c, 69.9c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10809: ,5.0
Push Train,"$29.99, 29.99€ | ,66.6c, 66.6c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10810: ,5.0
Backhoe Loader,"$14.99, 14.99€ | ,78.9c, 78.9c,Box,Retail,USA: Jun 16, UK/EU: Jun 16,Normal",10811: ,5.0
Truck & Tracked Excavator,"$19.99, 19.99€ | ,71.4c, 71.4c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10812: ,5.0
Big Construction Site,"$49.99, 49.99€ | ,74.6c, 74.6c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10813: ,5.0
Tow Truck,"$19.99, 19.99€ | ,71.4c, 71.4c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10814: ,5.0
My First Rocket,"$9.99, 9.99€ | ,55.5c, 55.5c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10815: ,5.0
My First Cars and Trucks,"$19.99, 19.99€ | ,55.5c, 55.5c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10816: ,5.0
Creative Chest,"$29.99, 24.99€ | ,42.8c, 35.7c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10817: ,5.0
My First Truck,"$19.99, 19.99€ | ,68.9c, 68.9c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10818: ,5.0
My First Garden,"$19.99, 19.99€ | ,80.0c, 80.0c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10819: ,5.0
Creative Construction Basket,"$59.99, 39.99€ | ,54.5c, 36.4c,USA: Aug 16, UK/EU: Jun 16,Normal",10820: ,5.0
Sofia the First Magical Carriage,"$29.99, 29.99€ | ,100.0c, 100.0c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10822: ,5.0
Miles' Space Adventures,"$19.99, 19.99€ | ,86.9c, 86.9c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10824: ,5.0
Miles' Exo-Flex Suit,"$24.99, 12.49€ | ,67.5c, 33.8c,Box,Retail,USA: Aug 16, UK/EU: Jun 16,Normal",10825: ,5.0
Miles' Stellosphere Hangar,"$34.99, 34.99€ | ,79.5c, 79.5c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10826: ,5.0
Mickey & Friends Beach House,"$34.99, 34.99€ | ,72.9c, 72.9c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10827: ,5.0
Doc McStuffins' Pet Vet Care,"$24.99, 24.99€ | ,83.3c, 83.3c,Box,Retail,USA: May 16, UK/EU: Jun 16,Normal",10828: ,5.0
Mickey's Workshop,"$19.99, 9.99€ | ,111.1c, 55.5c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10829: ,5.0
Minnie's Café,"$19.99, 19.99€ | ,74.0c, 74.0c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10830: ,5.0
My First Caterpillar,"$9.99, 9.99€ | ,52.6c, 52.6c,Box,Retail,USA: Jan 16, UK/EU: Jan 16,Normal",10831: ,5.0
City: Build Your Own Adventure parts,,11911: ,5.0
LEGO Star Wars: Build Your Own Adventure,,11912: ,5.0
Venice,"$29.99, 29.99€ | ,14.1c, 14.1c,Box,Retail - limited,USA: Jan 16, UK/EU: Jan 16,Normal",21026: ,5.0
Berlin,"$29.99, 29.99€ | ,10.4c, 10.4c,Box,Retail - limited,USA: Jan 16, UK/EU: Jan 16,Normal",21027: ,5.0
New York City,"$59.99, 49.99€ | ,10.0c, 8.4c,Box,Retail - limited,USA: Jan 16, UK/EU: Jan 16,Normal",21028: ,4.2
Buckingham Palace,"$49.99, 49.99€ | ,6.4c, 6.4c,Box,Retail - limited,USA: Sep 16, UK/EU: Sep 16,Normal",21029: ,4.2
