name,price,set_ID,rating
Basic Building Set,,010: ,
Basic Building Set,,011: ,
Basic Building Set,,022: ,
Basic Building Set,,033: ,
Basic Building Set,,044: ,
Basic Building Set,,055: ,
Jumbo Brick School Set,,060: ,
Basic Building Set,,066: ,
Governor Set,"387,$12.95 ,3.3c,Box,Retail - limited,Normal",066: ,
4.5V Motor Set,,102: ,
Starter Train Set,,111: ,
Motorized Train Set,"402,$16.99 ,4.2c,Box,Retail,Normal",113: ,
Deluxe Motorized Train Set,"360,$20.00 ,5.6c,Box,Normal",116: ,
Electronic Train,,118: ,
Small Train Set,"451,$19.99 ,4.4c,Box,Normal",118: ,
Super Train Set,,119: ,
2 Signals with Automatic Stop / Go Attachment,,156: ,
Blue Track Layout Pack,,159: ,
Magnetic Couplings,,160: ,
Adventure Set,"223,$5.00 ,2.2c,Box,Normal",223: ,
Garage Plate and Door (Gray Base and Door Frame),,235: ,
Garage with Automatic Door (Gray base and door frame),,236: ,
The big LEGO book,,239: ,
European Taxi,,315: ,
Farm Tractor,,316: ,
Truck,,317: ,
Truck with Trailer,,319: ,
Red Airplane Set,,320: ,
Suburban Set,,326: ,
Antique Car,,329: ,
Jeep,,330: ,
Jeep,,330: ,
Dump Truck,,331: ,
Tow Truck,,332: ,
Delivery Truck,,333: ,
SEMI-Trailer Truck,,334: ,
Fire Engine,,336: ,
Railroad Control Tower,,340: ,
Railroad Control Tower,,340: ,
Warehouse,,341: ,
Warehouse,,341: ,
Station,,342: ,
Terminal Building,,342: ,
Train Ferry,,343: ,
Ferry,,343: ,
Deluxe Set with Storage Case,"451,$15.00 ,3.3c,Box,Normal",502: ,
Pre-School Medium Set,,502: ,
Pre-School Large Set,,503: ,
301 piece set with suitcase,"301,$12.88 ,4.3c,Box,Other",,
