name,price,set_ID,rating
Blue Building Plate,"$4.99 | ,499.0c,Shrink-wrapped,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",620: ,4.1
Happy Holidays - The Christmas Game,,2010: ,4.1
City Advent Calendar,"$34.99 | ,12.9c,Box,Retail - limited,USA: Sep 10, UK/EU: Sep 10,Normal",2824: ,4.1
Small Car,"$4.99 | ,11.6c,Box,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",3177: ,4.1
Seaplane,"$10.99 | ,10.8c,Box,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",3178: ,4.1
Repair Truck,"$12.99 | ,11.0c,Box,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",3179: ,4.1
Tank Truck,"$19.99 | ,9.0c,Box,Retail,USA: May 10, UK/EU: Dec 09,Normal",3180: ,4.1
Passenger Plane,"$39.99 | ,12.9c,Box,Retail,USA: May 10, UK/EU: Jun 10,Normal",3181: ,4.1
Airport,"$99.99 | ,14.2c,Box,Retail,USA: May 10, UK/EU: Jun 10,Normal",3182: ,4.1
LEGO City Truck,"$34.99 | ,12.6c,Box,Retail,USA: May 10, UK/EU: Jun 10,Normal",3221: ,4.1
Helicopter and Limousine,"$29.99 | ,11.2c,Box,Retail - limited,USA: Aug 10, UK/EU: Feb 10,Normal",3222: ,4.1
Shave A Sheep,"$9.99 | ,8.5c,Box,Retail,USA: Jul 10, UK/EU: Mar 10,Normal",3845: ,4.1
UFO Attack,,3846: ,4.1
Magma Monster,"$14.99 | ,15.8c,Box,Retail,USA: Aug 10, UK/EU: Mar 10,Normal",3847: ,4.1
Pirate Plank,"$14.99 | ,12.3c,Box,Retail,USA: Mar 11, UK/EU: Mar 10,Normal",3848: ,4.1
Orient Bazaar,"$19.99 | ,9.8c,Box,Retail,USA: Aug 10, UK/EU: Jul 10,Normal",3849: ,4.1
Meteor Strike,"$19.99 | ,10.8c,Box,Retail,USA: Mar 11, UK/EU: Jul 10,Normal",3850: ,4.1
Atlantis Treasure,"$24.99 | ,8.9c,Box,Retail,USA: Oct 10, UK/EU: Jul 10,Normal",3851: ,4.1
Harry Potter Hogwarts,"$34.99 | ,10.5c,Box,Retail,USA: Jul 10, UK/EU: Jul 10,Normal",3862: ,4.1
Freeing Dobby,"$10.99 | ,15.1c,Box,Retail,USA: Sep 10, UK/EU: Sep 10,Normal",4736: ,4.1
Quidditch Match,"$19.99 | ,13.1c,Box,Retail,USA: Sep 10, UK/EU: Sep 10,Normal",4737: ,4.1
Hagrid's Hut,"$39.99 | ,9.0c,Box,Retail,USA: Sep 10, UK/EU: Sep 10,Normal",4738: ,4.1
The Burrow,"$59.99 | ,10.6c,Box,Retail,USA: Sep 10, UK/EU: Sep 10,Normal",4840: ,4.1
Hogwarts Express,"$79.99 | ,12.4c,Box,Retail,USA: Sep 10, UK/EU: Sep 10,Normal",4841: ,4.1
Hogwarts Castle,"$129.99 | ,10.1c,Box,Retail,USA: Sep 10, UK/EU: Sep 10,Normal",4842: ,4.1
Play with Numbers,"$24.99 | ,43.1c,USA: Dec 09, UK/EU: Dec 09,Normal",5497: ,5.0
Duplo Large Brick Box,"$29.99 | ,42.2c,USA: Dec 09, UK/EU: Dec 09,Normal",5506: ,5.0
Duplo Deluxe Brick Box,"$49.99 | ,49.0c,USA: May 10, UK/EU: Dec 09,Normal",5507: ,5.0
LEGO Deluxe Brick Box,"$49.99 | ,7.1c,Tub,Retail,USA: Jun 10, UK/EU: Dec 09,Normal",5508: ,5.0
Duplo Basic Bricks,,5509: ,5.0
LEGO Duplo XXL Box,,5511: ,5.0
LEGO XXL Box,,5512: ,5.0
Basic Bricks,,5529: ,5.0
Duplo Building Fun,"$29.99 | ,37.0c,USA: Jun 10, UK/EU: Jun 10,Normal",5548: ,5.0
LEGO Building Fun,"$29.99 | ,4.6c,Box,Retail,USA: Jun 10, UK/EU: Jun 10,Normal",5549: ,5.0
Duplo Basic Bricks - Large,,5622: ,5.0
LEGO Basic Bricks - Large,,5623: ,5.0
Little Piggy,"$4.99 | ,124.8c,USA: Dec 09, UK/EU: Dec 09,Normal",5643: ,5.0
Chicken Coop,"$8.99 | ,81.7c,USA: Dec 09, UK/EU: Dec 09,Normal",5644: ,5.0
Farm Bike,"$9.99 | ,111.0c,USA: Dec 09, UK/EU: Dec 09,Normal",5645: ,5.0
Farm Nursery,"$11.99 | ,133.2c,USA: Dec 09, UK/EU: Dec 09,Normal",5646: ,5.0
Big Tractor,"$19.99 | ,166.6c,USA: Dec 09, UK/EU: Dec 09,Normal",5647: ,5.0
Horse Stables,"$39.99 | ,68.9c,USA: Dec 09, UK/EU: Dec 09,Normal",5648: ,5.0
Big Farm,"$59.99 | ,88.2c,USA: Dec 09, UK/EU: Dec 09,Normal",5649: ,5.0
Front Loader,"$12.99 | ,144.3c,USA: May 10, UK/EU: Dec 09,Normal",5650: ,5.0
Dump Truck,"$19.99 | ,199.9c,USA: May 10, UK/EU: Dec 09,Normal",5651: ,5.0
Road Construction,"$39.99 | ,148.1c,USA: Jun 10, UK/EU: Jun 10,Normal",5652: ,5.0
Stone Quarry,"$59.99 | ,125.0c,USA: May 10, UK/EU: Jun 10,Normal",5653: ,5.0
Fishing Trip,"$14.99 | ,107.1c,USA: Jun 10, UK/EU: Dec 09,Normal",5654: ,5.0
Caravan,"$29.99 | ,142.8c,USA: Jun 10, UK/EU: Jun 10,Normal",5655: ,5.0
Pet Shop,"$24.99 | ,86.2c,USA: Jun 10, UK/EU: Jun 10,Normal",5656: ,4.0
Jessie's Round-Up,"$14.99 | ,83.3c,USA: May 10, UK/EU: May 10,Normal",5657: ,4.0
Pizza Planet Truck,"$19.99 | ,153.8c,USA: May 10, UK/EU: May 10,Normal",5658: ,4.0
The Great Train Chase,"$34.99 | ,89.7c,USA: May 10, UK/EU: May 10,Normal",5659: ,4.0
Alien Space Crane,"$39.99 | ,173.9c,USA: May 10, UK/EU: May 10,Normal",5691: ,4.0
Lightning McQueen,"$14.99 | ,136.3c,USA: Jun 10, UK/EU: Jun 10,Normal",5813: ,4.0
Mater's Yard,"$19.99 | ,124.9c,USA: Jun 10, UK/EU: Jun 10,Normal",5814: ,4.0
Flo's V-8 Cafe,"$29.99 | ,93.7c,USA: Jun 10, UK/EU: Jun 10,Normal",5815: ,4.0
Mack's Road Trip,"$49.99 | ,147.0c,USA: Jun 10, UK/EU: Jun 10,Normal",5816: ,4.0
Mini Helicopter,"$5.99 | ,11.5c,Canister,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",5864: ,4.0
Mini Dumper,"$5.99 | ,10.0c,Canister,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",5865: ,4.0
Rotor Rescue,"$12.99 | ,8.7c,Box,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",5866: ,4.0
Super Speedster,"$19.99 | ,7.2c,Box,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",5867: ,4.0
Ferocious Creatures,"$29.99 | ,7.2c,Box,Retail,USA: May 10, UK/EU: Jun 10,Normal",5868: ,4.0
Apple Tree House,"$44.99 | ,8.3c,Box,Retail,USA: Dec 09, UK/EU: Dec 09,Normal",5891: ,4.0
Sonic Boom,"$59.99 | ,11.1c,Box,Retail,USA: May 10, UK/EU: Jun 10,Normal",5892: ,4.0
Off-Road Power,"$89.99 | ,8.5c,Box,Retail,USA: Jun 10, UK/EU: Jun 10,Normal",5893: ,4.0
