name,price,set_ID,rating
Air Canada Jet Plane,,611: ,3.5
Community Vehicles,,1067: ,3.5
Town Bank,,1490: ,3.5
Basic Building Set Trial Size,,1495: ,3.5
Basic Building Set Trial Size,,1514: ,3.5
Space Value Pack,,1530: ,3.5
Duplo Building Set,,1544: ,3.5
Basic Set 3+,,1577: ,3.5
Knight's Challenge,,1584: ,3.5
Victory Racer,,1612: ,3.5
Small Bucket,,1617: ,3.5
Toy Soldier,,1929: ,3.5
{duplo box},,2395: ,3.5
Motorbike & Rider,,2612: ,3.5
Mother and Baby,"1,$4.75 ,475.0c,Normal",2614: ,3.5
Car and Boat Vacation Trailer,,2626: ,3.5
Jumbo Plane,,2641: ,3.5
Circus Caravan,"16,$35.25 ,220.3c,Normal",2652: ,3.5
Train and Station Set,"42,$44.00 ,104.8c,Normal",2701: ,3.5
Barnyard Express,,2706: ,3.5
Goods Station,,2720: ,3.5
Rowboat with Lionel Lion and Hannah Hippopotamus,,3622: ,3.5
Beauty Salon,,3623: ,3.5
Catherine Cat in her Kitchen,,3646: ,3.5
Caravan and Rowboat,,3680: ,3.5
Amusement Park,,3683: ,5.0
Clive Crocodile on his Skateboard,,3721: ,5.0
Hannah Hippopotamus on a Picnic,,3798: ,5.0
Signal Masts and Base Supports,,5200: ,5.0
Knights' Arsenal,"37,$4.25 ,11.5c,Box,Retail,Normal",6016: ,5.0
Castle Guard,"52,$5.75 ,11.1c,Box,Retail,Normal",6035: ,5.0
Twin-Arm Launcher,"77,$8.50 ,11.0c,Box,Retail,Normal",6039: ,5.0
Forestmen's Hideout,"201,$17.50 ,8.7c,Box,Retail,Normal",6054: ,5.0
Black Monarch's Castle,"702,$68.00 ,9.7c,Box,Retail,Normal",6085: ,5.0
Castle Mini Figures,"42,$6.75 ,16.1c,Box,Retail,Normal",6103: ,5.0
Town Mini-Figures,"37,$6.00 ,16.2c,Box,Retail,Normal",6309: ,5.0
Road Signs,"11,$3.00 ,27.3c,Box,Retail,Normal",6315: ,5.0
Flags and Fences,"38,$4.00 ,10.5c,Box,Retail,Normal",6316: ,5.0
Trees and Flowers,"24,$4.00 ,16.7c,Box,Retail,Normal",6317: ,5.0
Holiday Villa,,6349: ,5.0
Med-Star Rescue Plane,"159,$15.50 ,9.7c,Box,Retail,Normal",6356: ,5.0
Stunt 'Copter N' Truck,"177,$17.00 ,9.6c,Box,Retail,Normal",6357: ,5.0
Metro Park & Service Tower,"620,$58.25 ,9.4c,Box,Retail,Normal",6394: ,5.0
Victory Lap Raceway,"606,$58.25 ,9.6c,Box,Retail,Normal",6395: ,5.0
Sprint Racer,,6503: ,5.0
Tractor,,6504: ,5.0
Fire Chief's Car,,6505: ,5.0
Blizzard Blazer,"50,$4.00 ,8.0c,Box,Retail,Normal",6524: ,5.0
Vacation Camper,,6590: ,5.0
Police Helicopter,"66,$15.00 ,22.7c,Box,Retail,Normal",6642: ,5.0
Fire Chief's Truck,,6643: ,4.8
Crane Truck,,6674: ,4.8
Road & Trail 4 x 4,,6675: ,4.8
Minifig Pack,,6703: ,4.8
Lunar Transporter Patroller,,6770: ,4.8
Twin-Winged Spoiler,,6828: ,4.8
Space Patroller,,6830: ,4.8
Strategic Pursuer,,6848: ,4.8
Hovercraft,,6875: ,4.8
Alienator,,6876: ,4.8
Crater Crawler,,6885: ,4.8
Monorail Accessory Track,"46,$34.95 ,76.0c,Box,Retail,Normal",6921: ,4.8
Interplanetary Rover,,6925: ,4.8
Message Intercept Base,,6987: ,4.8
Technic Figures,"10,$8.25 ,82.5c,Box,Retail,Normal",8712: ,4.8
Roadster,,8832: ,4.8
Excavator,,8853: ,4.8
Prop Plane,,8855: ,4.8
Test Car,,8865: ,4.8
Large Building Plates,"2,$22.00 ,1100.0c,Normal",9058: ,4.8
Circus,,9155: ,4.8
Farm Scene Mosaics,,9220: ,4.8
Town Scene Mosaics,,9221: ,4.8
Duplo Play wall,,9850: ,4.8
