name,price,set_ID,rating
1:87 VW Beetle with Garage,,261: ,
1:87 Mercedes 190 SL with Garage,,266: ,
1:87 VW 1500 Limousine with Garage,,267: ,
1:87 Ford Taunus 17M with Garage,,268: ,
Large & Small Wheels & Turn-Table,,314: ,
European Taxi,,315: ,
Farm Tractor,,316: ,
Truck,,317: ,
Windmill Set,,318: ,
Small Wheels with Axles (System),,400: ,
Deluxe Building Set ,"450,$10.95 ,2.4c,Box,Retail,Normal",450: ,
Wheel Toy,,605: ,
Samsonite Gift Set,"615,$14.95 ,2.4c,Box,Retail,Normal",615: ,
Medium Basic Set (tall box),"$4.95 ,Box,Retail,Normal",705: ,
"Wooden Storage Box Large, Empty",,711: ,
Wooden Storage Box Medium with Contents,,712: ,
"Wooden Storage Box Medium, Empty",,713: ,
Doll Set,,905: ,
Wheel Toy Set,,1605: ,
Doll Set (Canister),,1905: ,
Samsonite Large Educational Set,"3250,$100.00 ,3.1c,Wooden box,Educational,Normal",7100: ,
6 International Flags -1-,,,
6 International Flags -2-,,,
6 International Flags -3-,,,
Basic Set,,,
