name,price,set_ID,rating
Basic Set,,1: ,5.0
Basic Set,,2: ,5.0
Basic Set,,3: ,5.0
Basic Set,,4: ,5.0
Basic Set,"349,$7.00 ,2.0c,Box,Retail,Normal",5: ,5.0
Basic Set,,6: ,5.0
Basic Set,"415,$16.00 ,3.9c,Normal",7: ,5.0
Basic Set #8,"776,$19.00 ,2.4c,Normal",8: ,5.0
Pre-School Set,,010: ,5.0
Small pre-school set,,11: ,5.0
Medium pre-school set,,12: ,5.0
Large pre-school set,,13: ,5.0
Small house set,,14: ,5.0
Large house set,,15: ,5.0
City square,,16: ,5.0
Airport,,17: ,5.0
Building Set,,020: ,5.0
Building Set,,030: ,5.0
Small ship,,30: ,5.0
Medium ship,,31: ,5.0
Large ship,,32: ,5.0
Building Set,,105: ,5.0
Building Set,,115: ,5.0
Building Set,,135: ,5.0
Idea Book No. 1,,221: ,5.0
"Grandfather Clock, Chair and Table",,270: ,3.0
Baby's Cot and Cabinet,,271: ,3.0
Dressing Table with Mirror,,272: ,3.0
Bureau,,273: ,3.0
Dining Suite,,290: ,3.0
Blackboard and School Desk,,291: ,3.0
Kitchen Sink and Cupboards,,292: ,3.0
Piano,,293: ,3.0
Tugboat,,310: ,3.0
Ferry,,311: ,3.0
Cargo Ship,,312: ,3.0
Italian Villa,,356: ,3.0
Legoland Fire House,,357: ,3.0
Rocket Base,,358: ,3.0
Lorry and Fork Lift Truck,,381: ,3.0
Breakdown Truck and Car,,382: ,3.0
Truck with Excavator,,383: ,3.0
London Bus,,384: ,3.0
Payloader,,410: ,3.0
Police Car,,420: ,3.0
Fork lift,,450: ,3.0
Rescue Units,,460: ,3.0
Kindergarten Set,,508: ,3.0
Building set,,515: ,3.0
Swiss villa,,540: ,3.0
Conveyor Station,,545: ,4.3
Police Heliport,,560: ,4.3
Fire House,,570: ,4.3
Vintage car,,610: ,4.3
Police Car,,611: ,4.3
Ambulance and Helicopter,,653: ,4.3
Crane Truck,,654: ,4.3
Mobile Hydraulic Joist,,655: ,4.3
Digger and Tippers,,686: ,4.3
Caravelle Aeroplane,,687: ,4.3
Shell Tanker,,688: ,4.3
Wrecker with Car,,710: ,4.3
Steam Shovel with Carrier,,730: ,4.3
Universal Motor Set,,900: ,4.3
Red Bricks,,930: ,4.3
White Bricks,,931: ,4.3
Blue and Yellow Bricks,,932: ,4.3
Doors and Windows,,933: ,4.3
"Roof Bricks, 45°",,934: ,4.3
"Roof Bricks, 33°",,935: ,4.3
Wheels and Tyres,,936: ,4.3
Doors and Fences,,937: ,4.3
Hinges and Turntables,,938: ,4.3
"Flags, Trees and Road Signs",,939: ,4.3
"Flags, Signs and Trees",,940: ,4.3
88 Piece Set,,,
