name,price,set_ID,rating
Happy Face Carry Case,,1576: ,4.0
"Mini Box, 3+",,1701: ,4.0
Fire Fighter 4 x 4,,1702: ,4.0
Dalmatian Station Building Set,,1703: ,4.0
(Unnamed),,1704: ,4.0
Large Dinosaur Bucket,,1705: ,4.0
Small Bucket,,1706: ,4.0
Blue Ribbon Savings!,,1708: ,4.0
Small Bucket,,1709: ,4.0
Snowmobile,"24,$2.00 ,8.3c,Polybag,Retail - limited,Normal",1710: ,4.0
Ice Planet Scooter,"19,$2.00 ,10.5c,Polybag,Retail - limited,Normal",1711: ,4.0
Crossbow Cart,"23,$2.00 ,8.7c,Polybag,Retail - limited,Normal",1712: ,4.0
Shipwrecked Pirate,,1713: ,4.0
Starter Set with Building Plates,,1716: ,4.0
Cactus Canyon Value Pack,"133,$10.00 ,7.5c,Box,Retail - limited,Collection",1720: ,4.0
Sandypoint Marina Value Pack,"155,$15.00 ,9.7c,Box,Retail - limited,Collection",1721: ,4.0
Town / Space Value Pack,,1722: ,4.0
Castle / Pirates Value Pack,"72,$8.00 ,11.1c,Box,Retail - limited,Collection",1723: ,4.0
Bird,,1724: ,4.0
Dinosaur,,1725: ,4.0
Girl,,1726: ,4.0
Cow,,1727: ,4.0
Barnacle Bay Value Pack,,1729: ,4.0
Snow Scooter,,1730: ,4.0
Ice Planet Scooter,,1731: ,4.0
Crossbow Cart,,1732: ,4.7
Shipwrecked Pirate,,1733: ,4.7
Bulk Box,,1738: ,4.7
(Unnamed),,1740: ,4.7
(Unnamed),,1741: ,4.7
(Unnamed),,1742: ,4.7
Medium Bulk Bucket,,1755: ,4.7
Large Bulk Bucket,,1757: ,4.7
Aircraft,,1775: ,4.7
Shark Fisherman,,1790: ,4.7
Windsurfer & Van,,1791: ,4.7
Pleasure Cruiser,,1792: ,4.7
Dragon Master Chariot,,1794: ,4.7
Imperial Cannon,,1795: ,4.7
Building Table,"3,$49.50 ,1650.0c,Normal",1798: ,4.7
Airliner,,1865: ,4.7
Pirates Cannon,,1871: ,4.7
Soldiers Forge,,1872: ,4.7
Pirates Treasure,,1873: ,4.7
Special Bonus Pack,,1900: ,4.7
Bulk Box,,1904: ,4.7
Majisto's Tower,"195,$20.00 ,10.3c,Box,Retail - limited,Normal",1906: ,4.7
Duplo Bucket,,1922: ,4.7
Robbin Rabbit Building Set,,1935: ,4.7
Playmates building set,,1945: ,4.7
Police Building Set,,2317: ,5.0
Supplementary Set,,2327: ,5.0
Rover's Building Set,,2337: ,5.0
Barnaby Bear's Building Set,,2347: ,5.0
Giraffe Bucket,,2352: ,5.0
Elephant Bucket,,2359: ,5.0
Panda's Building Bonanza,,2380: ,5.0
Maxi Building Bucket,,2390: ,5.0
Medium Bucket,,2393: ,5.0
Large Bucket,,2394: ,5.0
Extra Large Bucket,,2396: ,5.0
Circus Bucket,,2397: ,5.0
Duplo Bucket,,2398: ,5.0
Lil' Circus,,2444: ,5.0
Farm Yard,,2445: ,5.0
DUPLO Family,,2608: ,5.0
Mini Safari,,2616: ,5.0
Octan Motorbike Transporter,"4,$9.00 ,225.0c,Normal",2621: ,5.0
Tractor,"2,$1.70 ,85.0c,Normal",2621: ,5.0
Doctor's Surgery,,2680: ,5.0
Lion Safari,,2681: ,5.0
Ambulance,"$13.00 ,260.0c,Normal",2682: ,5.0
Health Center,"34,$46.00 ,135.3c,Box,Retail,Normal",2688: ,5.0
Savannah Animals,,2689: ,5.0
Train Bridge,"$17.00 ,154.5c,Normal",2738: ,5.0
Mother and Baby,"2,$6.00 ,300.0c,Normal",2784: ,4.4
Laundry Room,,2786: ,4.4
Nursery,"$9.00 ,81.8c,Normal",2787: ,4.4
Kitchen,"19,$15.00 ,78.9c,Normal",2788: ,4.4
Bathroom,,2789: ,4.4
Play Room,,2790: ,4.4
Granny's House,"$50.00 ,113.6c,Normal",2792: ,4.4
My House,"76,$84.00 ,110.5c,Normal",2794: ,4.4
Playhouse Bucket,"34,$22.00 ,64.7c,Normal",2795: ,4.4
Road and Rail Repair,"$10.00 ,11.9c,Box,Retail,Normal",4525: ,4.4
Car Transport Wagon with Car,"$18.75 ,13.1c,Box,Retail,Normal",4544: ,4.4
Freight Rail Runner,"$134.00 ,22.8c,Box,Retail,Normal",4564: ,4.4
Two Duplo Sleeping Bags,,5092: ,4.4
Duplo Window and Shower Curtains,,5094: ,4.4
Decorated Elements,"29,$4.25 ,14.7c,Polybag,LEGO exclusive,Normal",5121: ,4.4
Pirate Accessories,"$3.00 ,13.6c,Polybag,LEGO exclusive,Normal",5122: ,4.4
Wheels and Bearings,"28,$3.50 ,12.5c,Polybag,LEGO exclusive,Normal",5124: ,4.4
